binomial,family,invert,vert_end,vert_ect,vert_fish,vert_unk,scav,fruit,nect,seed,plant_other,diet_source,diet_certainty,forage,forage_certainty,forage_comment,nocturnal,crepuscular,diurnal,activity_source,activity_certainty,body_mass,body_mass_source,body_mass_species_level
Herpestes vitticollis,Herpestidae,30,20,30,10,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,2575.59,Ref_117,1
Herpestes urva,Herpestidae,30,20,30,10,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1863.2,Ref_117,1
Herpestes smithii,Herpestidae,30,20,30,10,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1781.95,Ref_117,1
Herpestes semitorquatus,Herpestidae,30,20,30,10,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1916.01,Ref_178,2
Herpestes naso,Herpestidae,30,20,30,10,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,2999.99,Ref_117,1
Herpestes javanicus,Herpestidae,30,20,30,10,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,750,Ref_117,1
Herpestes ichneumon,Herpestidae,30,20,30,10,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,5174.98,Ref_117,1
Herpestes edwardsi,Herpestidae,20,30,30,0,10,0,10,0,0,0,Ref_110,ABC,G,A,,1,1,1,Ref_1,ABC,1304.67,Ref_58,1
Herpestes fuscus,Herpestidae,30,20,30,10,0,0,10,0,0,0,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,1984.74,"Ref_2, Ref_3",0
Ichneumia albicauda,Herpestidae,70,0,10,0,10,0,10,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3500.02,Ref_117,1
Liberiictis kuhni,Herpestidae,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,2150.01,Ref_117,1
Mungos mungo,Herpestidae,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,1925,Ref_117,1
Mungos gambianus,Herpestidae,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,1500,Ref_117,1
Paracynictis selousi,Herpestidae,60,10,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1639.99,Ref_117,1
Rhynchogale melleri,Herpestidae,40,0,0,0,30,0,30,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2500,Ref_117,1
Suricata suricatta,Herpestidae,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,725.5,Ref_117,1
Crocuta crocuta,Hyaenidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,66492.06,Ref_117,1
Hyaena hyaena,Hyaenidae,10,10,0,0,0,70,10,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,41705.11,Ref_117,1
Hyaena brunnea,Hyaenidae,10,10,0,0,0,70,10,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,42977.93,Ref_58,1
Proteles cristata,Hyaenidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,8139.39,Ref_58,1
Vulpes vulpes,Canidae,20,70,0,0,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5476.17,Ref_117,1
Vulpes cana,Canidae,30,0,0,0,10,0,40,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,936.85,Ref_117,1
Vulpes chama,Canidae,30,0,0,0,70,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2955.02,Ref_117,1
Vulpes corsac,Canidae,20,70,0,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2400,Ref_117,1
Vulpes ferrilata,Canidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,5000,Ref_117,1
Vulpes rueppellii,Canidae,20,40,20,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3249.97,Ref_58,1
Vulpes zerda,Canidae,20,30,10,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1100,Ref_117,1
Vulpes bengalensis,Canidae,20,0,0,0,60,0,20,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2726,Ref_117,1
Vulpes velox,Canidae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,2197.51,Ref_117,1
Vulpes lagopus,Canidae,10,70,0,10,0,10,0,0,0,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,3584.37,Ref_58,1
Vulpes macrotis,Canidae,30,60,10,0,0,0,0,0,0,0,Ref_110,ABC,G,A,,1,0,0,Ref_1,ABC,4499.97,Ref_58,1
Vulpes pallida,Canidae,0,50,20,0,10,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2800.01,Ref_117,1
Atelocynus microtis,Canidae,0,80,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,7749.97,Ref_117,1
Canis aureus,Canidae,10,50,10,10,10,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,10345.23,Ref_117,1
Canis latrans,Canidae,0,60,0,10,0,30,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,13406.33,Ref_117,1
Canis lupus,Canidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,32183.33,Ref_117,1
Canis mesomelas,Canidae,10,30,0,0,0,30,0,0,0,30,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,8500.02,Ref_117,1
Canis simensis,Canidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,10000,Ref_117,1
Canis adustus,Canidae,30,0,0,0,30,20,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,10249.91,Ref_117,1
Cerdocyon thous,Canidae,50,0,0,0,40,10,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,5239.98,Ref_117,1
Chrysocyon brachyurus,Canidae,10,50,20,0,0,0,10,0,0,10,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,23249.84,Ref_117,1
Cuon alpinus,Canidae,0,90,0,0,0,10,0,0,0,0,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,14173.33,Ref_117,1
Dusicyon australis,Canidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,50003.45,Ref_117,1
Lycalopex fulvipes,Canidae,20,40,20,0,0,0,20,0,0,0,Ref_110,ABC,G,A,,1,0,0,Ref_1,ABC,5146.58,"Ref_2, Ref_3",0
Lycalopex vetulus,Canidae,10,30,30,0,0,0,20,0,0,10,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,4233.47,Ref_58,1
Lycalopex sechurae,Canidae,10,30,30,0,0,0,20,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4234,Ref_58,1
Lycalopex griseus,Canidae,10,30,30,0,0,0,20,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,5146.58,"Ref_2, Ref_3",0
Lycalopex culpaeus,Canidae,10,70,10,0,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,8616.24,Ref_58,1
Lycalopex gymnocercus,Canidae,0,30,20,0,0,0,30,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,4542.67,Ref_58,1
Lycaon pictus,Canidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,22050.07,Ref_117,1
Nyctereutes procyonoides,Canidae,20,10,30,0,0,0,30,0,10,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4040,Ref_117,1
Otocyon megalotis,Canidae,50,20,0,0,10,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,4150.02,Ref_117,1
Speothos venaticus,Canidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,5999.98,Ref_117,1
Urocyon cinereoargenteus,Canidae,10,0,0,0,30,0,20,0,20,20,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,3833.72,Ref_117,1
Urocyon littoralis,Canidae,10,0,0,0,30,0,20,0,20,20,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,1896,Ref_117,1
Odobenus rosmarus,Odobenidae,80,10,0,10,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,1,1,Ref_58,ABC,825000,Ref_117,1
Cystophora cristata,Phocidae,20,0,0,80,0,0,0,0,0,0,Ref_49,ABC,M,A,,0,1,1,Ref_3,D2,288333.5,Ref_117,1
Erignathus barbatus,Phocidae,60,0,0,40,0,0,0,0,0,0,Ref_38,ABC,M,A,,0,1,1,Ref_3,D2,280000,Ref_117,1
Halichoerus grypus,Phocidae,20,0,0,80,0,0,0,0,0,0,Ref_60,ABC,M,A,,0,1,1,Ref_3,D2,157667,Ref_117,1
Histriophoca fasciata,Phocidae,60,0,0,40,0,0,0,0,0,0,Ref_1,ABC,M,A,,0,1,1,Ref_3,D2,90000,Ref_58,1
Hydrurga leptonyx,Phocidae,80,20,0,0,0,0,0,0,0,0,Ref_15,ABC,M,A,,0,1,1,Ref_58,ABC,360000,Ref_117,1
Leptonychotes weddellii,Phocidae,40,0,0,60,0,0,0,0,0,0,Ref_98,ABC,M,A,,0,1,1,Ref_58,ABC,400000,Ref_117,1
Lobodon carcinophaga,Phocidae,100,0,0,0,0,0,0,0,0,0,Ref_63,ABC,M,A,,1,1,1,Ref_58,ABC,224999.99,Ref_58,1
Mirounga angustirostris,Phocidae,60,0,0,40,0,0,0,0,0,0,Ref_18,ABC,M,A,,0,1,1,Ref_58,ABC,750000,Ref_117,1
Mirounga leonina,Phocidae,60,0,0,40,0,0,0,0,0,0,Ref_33,ABC,M,A,,0,1,1,Ref_58,ABC,1600000,Ref_117,1
Monachus tropicalis,Phocidae,40,0,0,60,0,0,0,0,0,0,Ref_20,ABC,M,A,,0,1,1,Ref_2,D1,200000,Ref_117,1
Monachus schauinslandi,Phocidae,30,0,0,70,0,0,0,0,0,0,Ref_3,D2,M,A,,1,0,0,Ref_1,ABC,223000,Ref_117,1
Monachus monachus,Phocidae,20,0,0,80,0,0,0,0,0,0,Ref_1,ABC,M,A,,0,1,1,Ref_58,ABC,292500,Ref_117,1
Ommatophoca rossii,Phocidae,20,0,0,80,0,0,0,0,0,0,Ref_81,ABC,M,A,,1,1,0,Ref_58,ABC,250000,Ref_117,1
Pagophilus groenlandicus,Phocidae,40,0,0,60,0,0,0,0,0,0,Ref_47,ABC,M,A,,0,1,1,Ref_3,D2,132250,Ref_58,1
Phoca vitulina,Phocidae,20,0,0,80,0,0,0,0,0,0,Ref_16,ABC,M,A,,0,1,1,Ref_58,ABC,100000,Ref_117,1
Phoca largha,Phocidae,20,0,0,80,0,0,0,0,0,0,Ref_28,ABC,M,A,,0,1,1,Ref_58,ABC,150000,Ref_117,1
Pusa caspica,Phocidae,20,0,0,80,0,0,0,0,0,0,Ref_87,ABC,M,A,,0,1,1,Ref_2,D1,62326.2,Ref_58,1
Pusa sibirica,Phocidae,20,0,0,80,0,0,0,0,0,0,Ref_60,ABC,M,A,Freshwater,0,1,1,Ref_1,ABC,89499.99,Ref_58,1
Pusa hispida,Phocidae,20,0,0,80,0,0,0,0,0,0,Ref_68,ABC,M,A,,0,1,1,Ref_58,ABC,70963.6,Ref_58,1
Mustela sibirica,Mustelidae,0,70,10,10,10,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,405,Ref_117,1
Mustela itatsi,Mustelidae,30,30,0,10,0,0,30,0,0,0,Ref_110,ABC,G,A,,1,1,1,Ref_1,ABC,57,Ref_121,1
Mustela eversmanii,Mustelidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1684.21,Ref_58,1
Mustela erminea,Mustelidae,10,70,10,0,10,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,119.38,Ref_117,1
Mustela subpalmata,Mustelidae,30,70,0,0,0,0,0,0,0,0,Ref_110,ABC,G,A,,1,1,1,Ref_1,ABC,350.52,"Ref_2, Ref_3",0
Mustela strigidorsa,Mustelidae,0,100,0,0,0,0,0,0,0,0,Ref_110,ABC,G,A,,1,1,1,Ref_1,ABC,1500,Ref_117,1
Mustela putorius,Mustelidae,10,50,20,20,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,915.37,Ref_117,1
Mustela nivalis,Mustelidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,103.88,Ref_117,1
Mustela nigripes,Mustelidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,850,Ref_117,1
Mustela lutreolina,Mustelidae,0,70,10,10,10,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,706.6,Ref_117,1
Mustela nudipes,Mustelidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,S,B,,1,1,1,Ref_1,ABC,500,Ref_117,1
Mustela kathiah,Mustelidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,208.08,Ref_117,1
Mustela frenata,Mustelidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,147,Ref_117,1
Mustela felipei,Mustelidae,0,90,10,0,0,0,0,0,0,0,Ref_2,D1,G,B,,1,1,1,Ref_1,ABC,211.3,Ref_117,1
Mustela altaica,Mustelidae,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,171,Ref_117,1
Mustela africana,Mustelidae,0,90,10,0,0,0,0,0,0,0,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,536.99,Ref_117,1
Mustela lutreola,Mustelidae,20,80,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,440,Ref_117,1
Arctonyx collaris,Mustelidae,50,10,10,0,0,0,10,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,6356,Ref_117,1
Eira barbara,Mustelidae,0,90,0,0,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,3910.03,Ref_117,1
Galictis cuja,Mustelidae,20,30,20,0,10,0,20,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1000,Ref_117,1
Galictis vittata,Mustelidae,20,30,20,0,10,0,20,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,3200,Ref_117,1
Gulo gulo,Mustelidae,0,20,0,0,20,40,20,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,17012.56,Ref_117,1
Ictonyx striatus,Mustelidae,40,40,10,0,10,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1299.99,Ref_117,1
Ictonyx libyca,Mustelidae,40,40,10,0,10,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2062.5,Ref_117,1
Lyncodon patagonicus,Mustelidae,0,100,0,0,0,0,0,0,0,0,Ref_86,ABC,G,A,,1,1,0,Ref_1,ABC,225,Ref_117,1
Martes flavigula,Mustelidae,10,40,20,0,20,0,10,0,0,0,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,1842.5,Ref_117,1
Martes foina,Mustelidae,0,50,0,0,20,0,20,0,0,10,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,1540.8,Ref_117,1
Martes gwatkinsii,Mustelidae,0,60,20,0,0,0,0,20,0,0,Ref_110,ABC,S,A,,1,0,0,Ref_1,ABC,2043,Ref_117,1
Martes martes,Mustelidae,0,60,0,0,0,0,40,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,1300,Ref_117,1
Martes melampus,Mustelidae,30,20,10,0,0,0,40,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,1000,Ref_117,1
Martes pennanti,Mustelidae,0,70,0,0,0,30,0,0,0,0,Ref_1,ABC,S,A,,1,1,1,Ref_1,ABC,4000,Ref_117,1
Martes zibellina,Mustelidae,0,70,0,10,0,0,10,0,10,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1130,Ref_117,1
Martes americana,Mustelidae,10,60,0,0,0,10,20,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,1250,Ref_117,1
Meles meles,Mustelidae,20,20,20,0,0,0,20,0,10,10,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,13000,Ref_117,1
Meles leucurus,Mustelidae,50,30,0,0,0,0,0,0,0,20,Ref_110,ABC,G,A,,0,0,1,Ref_1,ABC,13000,"Ref_2, Ref_3",0
Meles anakuma,Mustelidae,60,0,0,0,0,0,40,0,0,0,Ref_110,ABC,G,A,,0,0,1,Ref_1,ABC,13000,"Ref_2, Ref_3",0
Mellivora capensis,Mustelidae,20,40,20,0,0,10,0,0,0,10,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,8500,Ref_117,1
Melogale everetti,Mustelidae,40,30,0,0,0,0,30,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,1500,Ref_117,1
Melogale moschata,Mustelidae,40,30,0,0,0,0,30,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,805.25,Ref_117,1
Melogale orientalis,Mustelidae,40,30,0,0,0,0,30,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,2000,Ref_117,1
Melogale personata,Mustelidae,40,30,0,0,0,0,30,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,1702.5,Ref_117,1
Neovison vison,Mustelidae,10,50,20,20,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_3,D2,1150,Ref_123,1
Neovison macrodon,Mustelidae,10,50,20,20,0,0,0,0,0,0,Ref_2,D1,G,A,,1,1,0,Ref_3,D2,1150,"Ref_2, Ref_3",0
Poecilogale albinucha,Mustelidae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,340,Ref_117,1
Taxidea taxus,Mustelidae,10,70,20,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,7107.55,Ref_117,1
Vormela peregusna,Mustelidae,0,70,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,450.38,Ref_117,1
Aonyx capensis,Mustelidae,80,0,20,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,18999.84,Ref_117,1
Aonyx cinerea,Mustelidae,80,0,10,10,0,0,0,0,0,0,Ref_110,ABC,G,A,,1,0,0,Ref_1,ABC,3527.59,Ref_58,1
Enhydra lutris,Mustelidae,50,0,0,50,0,0,0,0,0,0,Ref_1,ABC,M,A,,0,1,1,Ref_58,ABC,23500,Ref_117,1
Hydrictis maculicollis,Mustelidae,10,10,0,80,0,0,0,0,0,0,Ref_110,ABC,G,A,aquatic,1,1,1,Ref_1,ABC,4180.53,Ref_58,1
Lontra provocax,Mustelidae,50,0,0,50,0,0,0,0,0,0,Ref_110,ABC,G,A,aquatic,1,1,0,Ref_1,ABC,7499.98,Ref_117,1
Lontra canadensis,Mustelidae,0,0,10,90,0,0,0,0,0,0,Ref_110,ABC,G,A,aquatic,1,1,0,Ref_1,ABC,8087.42,Ref_117,1
Lontra felina,Mustelidae,70,0,0,30,0,0,0,0,0,0,Ref_110,ABC,M,A,,0,0,1,Ref_115,ABC,30600,Ref_117,1
Lontra longicaudis,Mustelidae,10,0,0,80,10,0,0,0,0,0,Ref_110,ABC,G,A,aquatic,1,1,0,Ref_1,ABC,6554.96,Ref_117,1
Lutra nippon,Mustelidae,30,10,30,30,0,0,0,0,0,0,Ref_1,ABC,G,A,aquatic,1,1,1,Ref_1,ABC,6951.14,"Ref_2, Ref_3",0
Lutra sumatrana,Mustelidae,30,10,30,30,0,0,0,0,0,0,Ref_1,ABC,G,A,aquatic,1,1,1,Ref_1,ABC,5500,Ref_117,1
Lutra lutra,Mustelidae,30,10,30,30,0,0,0,0,0,0,Ref_1,ABC,G,A,aquatic,1,1,1,Ref_1,ABC,8785.14,Ref_117,1
Lutrogale perspicillata,Mustelidae,30,10,30,30,0,0,0,0,0,0,Ref_1,ABC,G,A,aquatic,0,0,1,Ref_1,ABC,9483.33,Ref_117,1
Pteronura brasiliensis,Mustelidae,40,0,0,60,0,0,0,0,0,0,Ref_1,ABC,G,A,aquatic,0,0,1,Ref_1,ABC,23999.93,Ref_117,1
Ailuropoda melanoleuca,Ursidae,0,10,0,0,0,0,0,0,0,90,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,108400,Ref_117,1
Helarctos malayanus,Ursidae,50,20,0,0,0,0,20,0,10,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,46500,Ref_117,1
Melursus ursinus,Ursidae,70,0,0,0,0,0,10,0,0,20,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,93130,Ref_117,1
Tremarctos ornatus,Ursidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,140000.63,Ref_117,1
Ursus americanus,Ursidae,0,10,0,10,0,0,50,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,99949.36,Ref_117,1
Ursus arctos,Ursidae,10,10,0,0,0,0,20,0,0,60,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,180520.42,Ref_117,1
Ursus maritimus,Ursidae,0,90,0,10,0,0,0,0,0,0,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,388750.36,Ref_117,1
Ursus thibetanus,Ursidae,10,10,0,0,0,10,40,0,0,30,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,77500,Ref_117,1
Arctocephalus philippii,Otariidae,50,0,0,50,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,0,0,Ref_115,ABC,95000,Ref_117,1
Arctocephalus australis,Otariidae,40,0,0,60,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,0,0,Ref_2,D1,45000,Ref_117,1
Arctocephalus gazella,Otariidae,80,0,0,20,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,0,0,Ref_115,ABC,97500,Ref_117,1
Arctocephalus pusillus,Otariidae,30,0,0,70,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,0,0,Ref_2,D1,178500,Ref_117,1
Arctocephalus townsendi,Otariidae,30,0,0,70,0,0,0,0,0,0,Ref_46,ABC,M,A,,1,0,0,Ref_58,ABC,105000,Ref_117,1
Arctocephalus tropicalis,Otariidae,60,0,0,40,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,1,0,Ref_115,ABC,84000,Ref_117,1
Arctocephalus galapagoensis,Otariidae,50,0,0,50,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,0,0,Ref_115,ABC,27000,Ref_117,1
Arctocephalus forsteri,Otariidae,70,10,0,20,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,1,0,Ref_115,ABC,101250,Ref_117,1
Callorhinus ursinus,Otariidae,40,0,0,60,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,1,0,Ref_58,ABC,45133,Ref_117,1
Eumetopias jubatus,Otariidae,0,0,0,100,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,1,0,Ref_58,ABC,310000,Ref_117,1
Neophoca cinerea,Otariidae,0,0,0,100,0,0,0,0,0,0,Ref_1,ABC,M,A,,1,1,0,Ref_58,ABC,190000,Ref_117,1
Otaria flavescens,Otariidae,40,0,0,60,0,0,0,0,0,0,Ref_3,D2,M,A,,1,1,0,Ref_115,ABC,193670.53,Ref_58,1
Phocarctos hookeri,Otariidae,40,0,0,60,0,0,0,0,0,0,Ref_3,D2,M,A,,1,1,0,Ref_3,D2,112300,Ref_117,1
Zalophus californianus,Otariidae,40,0,0,60,0,0,0,0,0,0,Ref_3,D2,M,A,,1,1,0,Ref_58,ABC,80000,Ref_117,1
Zalophus japonicus,Otariidae,40,0,0,60,0,0,0,0,0,0,Ref_3,D2,M,A,,1,1,0,Ref_2,D1,80000,"Ref_2, Ref_3",0
Zalophus wollebaeki,Otariidae,40,0,0,60,0,0,0,0,0,0,Ref_3,D2,M,A,,1,1,0,Ref_2,D1,80000,"Ref_2, Ref_3",0
Conepatus chinga,Mephitidae,80,0,10,0,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_2,D1,1917.52,Ref_117,1
Conepatus humboldtii,Mephitidae,80,0,10,0,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,328,Ref_117,1
Conepatus leuconotus,Mephitidae,80,0,10,0,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3500.02,Ref_117,1
Conepatus semistriatus,Mephitidae,80,0,10,0,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1200,Ref_117,1
Mephitis macroura,Mephitidae,20,30,0,0,0,0,20,0,10,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,801.25,Ref_117,1
Mephitis mephitis,Mephitidae,20,30,0,0,0,0,20,0,10,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2085.02,Ref_117,1
Mydaus javanensis,Mephitidae,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2500,Ref_117,1
Mydaus marchei,Mephitidae,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1414.2,Ref_117,1
Spilogale angustifrons,Mephitidae,50,40,0,0,0,0,10,0,0,0,Ref_110,ABC,G,A,,1,0,0,Ref_2,D1,334.37,"Ref_2, Ref_3",0
Spilogale gracilis,Mephitidae,30,40,0,0,0,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_2,D1,466.5,Ref_122,1
Spilogale putorius,Mephitidae,30,40,0,0,0,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,341,Ref_117,1
Spilogale pygmaea,Mephitidae,80,20,0,0,0,0,0,0,0,0,Ref_110,ABC,G,A,,1,1,1,Ref_1,ABC,235,Ref_117,1
Spilogale aquaticus,Mephitidae,40,40,0,0,0,0,0,0,0,20,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,283.08,"Ref_2, Ref_3",0
Bassaricyon alleni,Procyonidae,20,10,0,0,0,0,70,0,0,0,Ref_1,ABC,Ar,A,,1,1,0,Ref_1,ABC,1235.01,Ref_117,1
Bassaricyon beddardi,Procyonidae,20,10,0,0,0,0,70,0,0,0,Ref_1,ABC,Ar,A,,1,1,0,Ref_1,ABC,1235.01,Ref_117,1
Bassaricyon gabbii,Procyonidae,20,10,0,0,0,0,70,0,0,0,Ref_1,ABC,Ar,A,,1,1,0,Ref_1,ABC,1250,Ref_117,1
