binomial,family,invert,vert_end,vert_ect,vert_fish,vert_unk,scav,fruit,nect,seed,plant_other,diet_source,diet_certainty,forage,forage_certainty,forage_comment,nocturnal,crepuscular,diurnal,activity_source,activity_certainty,body_mass,body_mass_source,body_mass_species_level
Rhinosciurus laticaudatus,Sciuridae,80,0,0,0,0,0,20,0,0,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,228.25,Ref_117,1
Rubrisciurus rubriventer,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,Ar,A,,0,0,1,Ref_1,ABC,129.52,Ref_178,2
Tamiops rodolphii,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,64.95,"Ref_2, Ref_3",0
Tamiops swinhoei,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,85,Ref_117,1
Tamiops mcclellandii,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,45.84,Ref_58,1
Tamiops maritimus,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,70.33,Ref_117,1
Atlantoxerus getulus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,251,Ref_117,1
Spermophilopsis leptodactylus,Sciuridae,20,0,0,0,0,0,20,0,20,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,600,Ref_117,1
Xerus rutilus,Sciuridae,10,0,0,0,20,0,20,0,30,20,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,317.5,Ref_117,1
Xerus erythropus,Sciuridae,10,0,0,0,20,0,20,0,30,20,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,502.4,Ref_117,1
Xerus inauris,Sciuridae,10,0,0,0,20,0,20,0,30,20,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,529,Ref_117,1
Xerus princeps,Sciuridae,10,0,0,0,20,0,20,0,30,20,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,636,Ref_117,1
Epixerus ebii,Sciuridae,20,0,0,0,0,0,80,0,0,0,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,592,Ref_117,1
Funisciurus substriatus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,186,Ref_117,1
Funisciurus pyrropus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,297,Ref_117,1
Funisciurus leucogenys,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,250,Ref_117,1
Funisciurus lemniscatus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,141,Ref_117,1
Funisciurus carruthersi,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,286,Ref_117,1
Funisciurus congicus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,112,Ref_117,1
Funisciurus anerythrus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,218,Ref_117,1
Funisciurus isabella,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,109,Ref_117,1
Funisciurus bayonii,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,135,Ref_117,1
Heliosciurus undulatus,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,,0,1,1,Ref_1,ABC,347.33,Ref_117,1
Heliosciurus ruwenzorii,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,,0,1,1,Ref_1,ABC,291,Ref_117,1
Heliosciurus mutabilis,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,,0,1,1,Ref_1,ABC,390,Ref_117,1
Heliosciurus gambianus,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,,0,1,1,Ref_1,ABC,295,Ref_117,1
Heliosciurus punctatus,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,,0,1,1,Ref_1,ABC,174,Ref_117,1
Heliosciurus rufobrachium,Sciuridae,20,0,0,0,20,0,30,0,30,0,Ref_1,ABC,S,A,,0,1,1,Ref_1,ABC,371.5,Ref_117,1
Myosciurus pumilio,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,165,Ref_117,1
Paraxerus ochraceus,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,104.3,Ref_117,1
Paraxerus cooperi,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,250,Ref_117,1
Paraxerus vexillarius,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,675,Ref_117,1
Paraxerus vincenti,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,190.19,Ref_178,2
Paraxerus lucifer,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,700,Ref_117,1
Paraxerus flavovittis,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,160,Ref_117,1
Paraxerus palliatus,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,309.31,Ref_117,1
Paraxerus boehmi,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,70,Ref_117,1
Paraxerus alexandri,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,52,Ref_117,1
Paraxerus poensis,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,124.5,Ref_117,1
Paraxerus cepapi,Sciuridae,0,0,0,0,0,0,40,0,40,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,180,Ref_117,1
Protoxerus stangeri,Sciuridae,0,0,0,0,0,0,30,0,70,0,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,621.5,Ref_117,1
Protoxerus aubinnii,Sciuridae,0,0,0,0,0,0,30,0,70,0,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,350,Ref_117,1
Sciurotamias davidianus,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,G,A,,0,0,1,Ref_1,ABC,433.51,Ref_117,1
Sciurotamias forresti,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ref_3,D2,G,A,,0,0,1,Ref_1,ABC,433.51,Ref_117,1
Spermophilus pygmaeus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,136,Ref_117,1
Spermophilus mollis,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,165.4,Ref_117,1
Spermophilus canus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,272.85,Ref_178,2
Spermophilus citellus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,290,Ref_117,1
Spermophilus beldingi,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,280.5,Ref_117,1
Spermophilus dauricus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,161.3,Ref_117,1
Spermophilus armatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,313,Ref_117,1
Spermophilus elegans,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,453.6,Ref_117,1
Spermophilus brunneus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,300,Ref_117,1
Spermophilus musicus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,284.72,"Ref_2, Ref_3",0
Spermophilus pallidicauda,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_2,D1,G,A,,0,0,1,Ref_2,D1,284.72,"Ref_2, Ref_3",0
Spermophilus ralli,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_2,D1,G,A,,0,0,1,Ref_2,D1,284.72,"Ref_2, Ref_3",0
Spermophilus relictus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,600,Ref_117,1
Spermophilus richardsonii,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,406,Ref_117,1
Spermophilus suslicus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,252,Ref_117,1
Spermophilus alashanicus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,267.76,Ref_178,2
Spermophilus washingtoni,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,207.5,Ref_117,1
Spermophilus xanthoprymnus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,289.67,Ref_117,1
Spermophilus townsendii,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,213,Ref_117,1
Spermophilus variegatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,691.64,Ref_117,1
Spermophilus beecheyi,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,578.5,Ref_117,1
Spermophilus atricapillus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,551,Ref_117,1
Spermophilus mexicanus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,189.64,Ref_117,1
Spermophilus perotensis,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,140,Ref_117,1
Spermophilus tridecemlineatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,131.67,Ref_117,1
Spermophilus spilosoma,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,89,Ref_117,1
Spermophilus tereticaudus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,156.5,Ref_117,1
Spermophilus mohavensis,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,190,Ref_117,1
Spermophilus franklinii,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,363,Ref_117,1
Spermophilus saturatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,220,Ref_117,1
Spermophilus lateralis,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,191,Ref_117,1
Spermophilus madrensis,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,275,Ref_117,1
Spermophilus columbianus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,493,Ref_117,1
Spermophilus undulatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,840,Ref_117,1
Spermophilus adocetus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,125,Ref_117,1
Spermophilus brevicauda,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_2,D1,G,A,,0,0,1,Ref_2,D1,284.72,"Ref_2, Ref_3",0
Spermophilus fulvus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,596,Ref_117,1
Spermophilus parryii,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,759.99,Ref_117,1
Spermophilus annulatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,500,Ref_117,1
Spermophilus major,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,269.07,Ref_178,2
Spermophilus erythrogenys,Sciuridae,20,0,0,0,0,0,0,0,40,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,254.81,Ref_178,2
Ammospermophilus interpres,Sciuridae,20,0,0,0,0,10,20,0,20,30,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,110.3,Ref_117,1
Ammospermophilus insularis,Sciuridae,20,0,0,0,0,10,20,0,20,30,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,122.31,"Ref_2, Ref_3",0
Ammospermophilus harrisii,Sciuridae,20,0,0,0,0,10,20,0,20,30,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,122,Ref_117,1
Ammospermophilus nelsoni,Sciuridae,20,0,0,0,0,10,20,0,20,30,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,160.4,Ref_117,1
Ammospermophilus leucurus,Sciuridae,20,0,0,0,0,10,20,0,20,30,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,103.67,Ref_117,1
Cynomys ludovicianus,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,1364,Ref_117,1
Cynomys mexicanus,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,899.99,Ref_117,1
Cynomys leucurus,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,908.49,Ref_117,1
Cynomys gunnisoni,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,925,Ref_117,1
Cynomys parvidens,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,899.99,Ref_117,1
Marmota monax,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,3801.72,Ref_117,1
Marmota himalayana,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,5000,Ref_117,1
Marmota marmota,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,2010,Ref_117,1
Marmota camtschatica,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,3500,Ref_117,1
Marmota sibirica,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,8000,Ref_117,1
Marmota caudata,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,4350,Ref_117,1
Marmota broweri,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,3405,Ref_117,1
Marmota bobak,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,5500,Ref_117,1
Marmota baibacina,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,7500,Ref_117,1
Marmota menzbieri,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,3250,Ref_117,1
Marmota olympus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,6299.99,Ref_117,1
Marmota vancouverensis,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,6299.99,Ref_117,1
Marmota flaviventris,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,3349.96,Ref_117,1
Marmota caligata,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,7230.03,Ref_117,1
Tamias striatus,Sciuridae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,111.91,Ref_117,1
Tamias sibiricus,Sciuridae,10,0,0,0,0,0,10,0,60,20,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,85,Ref_117,1
Tamias quadrimaculatus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,85.25,Ref_117,1
Tamias quadrivittatus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,62.2,Ref_117,1
Tamias ruficaudus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,68,Ref_117,1
Tamias rufus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,53.6,Ref_117,1
Tamias senex,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,89.35,Ref_117,1
Tamias sonomae,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,75,Ref_117,1
Tamias umbrinus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,63,Ref_117,1
Tamias siskiyou,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,75,Ref_117,1
Tamias panamintinus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,52.3,Ref_117,1
Tamias townsendii,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,74.78,Ref_117,1
Tamias cinereicollis,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,61.7,Ref_117,1
Tamias amoenus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,50.5,Ref_117,1
Tamias bulleri,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,100,Ref_117,1
Tamias palmeri,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,69.4,Ref_117,1
Tamias speciosus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,62,Ref_117,1
Tamias alpinus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,36.55,Ref_117,1
Tamias dorsalis,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,71.1,Ref_117,1
Tamias durangae,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,85,Ref_117,1
Tamias merriami,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,74.8,Ref_117,1
Tamias minimus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,135.27,Ref_117,1
Tamias obscurus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,73,Ref_117,1
Tamias ochrogenys,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,91.7,Ref_117,1
Tamias canipes,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,70.4,Ref_117,1
Graphiurus lorraineus,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,27,Ref_117,1
Graphiurus surdus,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,20.01,Ref_117,1
Graphiurus rupicola,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,24.53,Ref_178,2
Graphiurus platyops,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,46.1,Ref_117,1
Graphiurus ocularis,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,30.3,Ref_117,1
Graphiurus murinus,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,19.08,Ref_117,1
Graphiurus kelleni,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,10.5,Ref_58,1
Graphiurus johnstoni,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_2,D1,S,A,,1,0,0,Ref_2,D1,23.96,"Ref_2, Ref_3",0
Graphiurus christyi,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,23.83,Ref_178,2
Graphiurus angolensis,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_2,D1,S,A,,1,0,0,Ref_2,D1,23.96,"Ref_2, Ref_3",0
Graphiurus microtis,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,25.18,Ref_178,2
Graphiurus monardi,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,25.05,Ref_178,2
Graphiurus nagtglasii,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,30,Ref_58,1
Graphiurus crassicaudatus,Gliridae,20,20,0,0,20,0,20,0,20,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,38.22,Ref_178,2
Chaetocauda sichuanensis,Gliridae,10,10,0,0,10,0,20,0,30,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,31.51,Ref_58,1
Dryomys nitedula,Gliridae,10,10,0,0,10,0,20,0,30,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,33.6,Ref_117,1
Dryomys laniger,Gliridae,10,10,0,0,10,0,20,0,30,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,20,Ref_117,1
Dryomys niethammeri,Gliridae,10,10,0,0,10,0,20,0,30,20,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,25.92,"Ref_2, Ref_3",0
Eliomys melanurus,Gliridae,30,30,0,0,0,0,20,0,20,0,Ref_2,D1,S,A,,1,0,0,Ref_1,ABC,98.7,Ref_117,1
Eliomys munbyanus,Gliridae,30,30,0,0,0,0,20,0,20,0,Ref_2,D1,S,A,,1,0,0,Ref_2,D1,106.54,"Ref_2, Ref_3",0
Eliomys quercinus,Gliridae,30,30,0,0,0,0,20,0,20,0,Ref_2,D1,S,A,,1,0,0,Ref_1,ABC,115,Ref_117,1
Muscardinus avellanarius,Gliridae,10,0,0,0,0,0,10,70,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,27.5,Ref_117,1
Myomimus setzeri,Gliridae,10,20,0,0,10,0,30,0,30,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,37.74,Ref_178,2
Myomimus personatus,Gliridae,10,20,0,0,10,0,30,0,30,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,37.48,Ref_178,2
Myomimus roachi,Gliridae,10,20,0,0,10,0,30,0,30,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,36.99,Ref_178,2
Selevinia betpakdalaensis,Gliridae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,28,Ref_117,1
Glirulus japonicus,Gliridae,30,0,0,0,20,0,30,0,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,62.99,Ref_178,2
Glis glis,Gliridae,0,0,0,0,0,0,40,0,60,0,Ref_1,ABC,Ar,A,,1,1,0,Ref_1,ABC,128.09,Ref_58,1
Cratogeomys neglectus,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_3,D2,302.48,Ref_58,1
Cratogeomys tylorhinus,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_3,D2,403.42,Ref_58,1
Cratogeomys merriami,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_3,D2,419.99,Ref_58,1
Cratogeomys gymnurus,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_3,D2,599.99,Ref_58,1
Cratogeomys fumosus,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_3,D2,150,Ref_58,1
Cratogeomys goldmani,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_3,D2,71.51,Ref_178,2
Cratogeomys castanops,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_3,D2,266.83,Ref_58,1
Cratogeomys zinseri,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_3,D2,150,Ref_58,1
Geomys arenarius,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,206,Ref_117,1
Geomys knoxjonesi,Geomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,172.49,Ref_58,1
