capID,code,trapper,site,day,date,trap,trap.type,species,age,sex,breed,recap,left.tag,right.tag,clipped,total.wt,bag.wt,body.lgth,tail.lgth,comments,catnum
616,HICORN-2-B,CHT,HICORN,2,16-Aug-17,A4,L,PEMA,A,M,T,Y,989,,,62,41,94,67,,
617,HICORN-2-B,CHT,HICORN,2,16-Aug-17,A6,L,PEMA,A,M,T,N,977,,,59,41,86,74,,
618,HICORN-2-B,CHT,HICORN,2,16-Aug-17,A7,S,PEMA,A,M,T,N,888,,,55,37,72,70,,
619,HICORN-2-B,CHT,HICORN,2,16-Aug-17,A8,L,PEMA,A,F,P,N,954,,,54,38,73,71,,
620,HICORN-2-B,CHT,HICORN,2,16-Aug-17,B9,L,PEMA,A,M,T,Y,982,,,56,42,80,68,,
621,HICORN-2-B,CHT,HICORN,2,16-Aug-17,B7,L,PEMA,A,F,P,N,972,,,58,37,81,71,,
622,HICORN-2-B,CHT,HICORN,2,16-Aug-17,B5,L,PEMA,A,M,T,Y,962,,,49,38,70,65,,
623,HICORN-2-B,CHT,HICORN,2,16-Aug-17,B4,S,PEMA,A,F,N,Y,970,,,55,36,80,60,,
624,HICORN-2-B,CHT,HICORN,2,16-Aug-17,B2,S,PEMA,A,M,T,Y,992,,,48,34,72,68,,
625,HICORN-2-B,CHT,HICORN,2,16-Aug-17,C2,L,PEMA,A,F,N,N,964,,,53,38,80,66,,
626,HICORN-2-B,CHT,HICORN,2,16-Aug-17,C3,S,PEMA,J,F,N,N,879,,,50,36,69,58,,
627,HICORN-2-B,CHT,HICORN,2,16-Aug-17,C8,L,PEMA,A,F,P,Y,885,,,52,35,90,70,,
628,HICORN-2-B,CHT,HICORN,2,16-Aug-17,C9,S,PEMA,A,F,P,Y,050,,,54,38,78,66,,
629,HICORN-2-B,CHT,HICORN,2,16-Aug-17,D7,L,PEMA,A,M,T,Y,978,,,49,37,79,70,,
630,HICORN-2-B,CHT,HICORN,2,16-Aug-17,D1,L,PEMA,A,M,T,Y,960,,,MD,MD,76,73,escaped,
631,HICORN-3-A,KAT,HICORN,3,17-Aug-17,A1,S,PEMA,A,M,T,Y,743,993,,49,31,84,69,bad left tag; tagged right ear,
632,HICORN-3-A,KAT,HICORN,3,17-Aug-17,A2,L,PEMA,A,M,T,Y,989,,,51,30,84,71,,
633,HICORN-3-A,KAT,HICORN,3,17-Aug-17,A3,S,PEMA,A,F,P,Y,981,,,48,30,84,68,not doing great (heat stroke and/or spinal injury); later died,KING-163
634,HICORN-3-A,KAT,HICORN,3,17-Aug-17,A4,L,PEMA,S,F,N,N,968,,,41,33,60,55,tiny grey mouse,
635,HICORN-3-A,KAT,HICORN,3,17-Aug-17,A6,L,PEMA,A,M,T,Y,977,,,47,30,80,73,,
636,HICORN-3-A,KAT,HICORN,3,17-Aug-17,A8,L,PEMA,A,M,T,Y,888,,,47,30,80,72,,
637,HICORN-3-A,KAT,HICORN,3,17-Aug-17,A10,L,PEMA,A,M,T,Y,982,,,49,30,80,71,,
638,HICORN-3-A,KAT,HICORN,3,17-Aug-17,B6,S,PEMA,A,F,P,N,955,,,44,30,74,66,,
639,HICORN-3-A,KAT,HICORN,3,17-Aug-17,B5,L,PEMA,A,M,T,Y,962,,,45,30,81,68,,
640,HICORN-3-A,KAT,HICORN,3,17-Aug-17,B4,S,PEMA,A,M,T,Y,744,,,45,30,79,65,huge testicles,
641,HICORN-3-A,KAT,HICORN,3,17-Aug-17,C2,L,PEMA,A,F,P,Y,970,,,45,30,80,70,,
642,HICORN-3-A,KAT,HICORN,3,17-Aug-17,C6,L,PEMA,A,M,N,Y,959,,,47,30,85,63,maybe regressed,
643,HICORN-3-A,KAT,HICORN,3,17-Aug-17,D7,L,PEMA,A,M,T,Y,978,,,45,30,75,71,,
644,HICORN-3-A,KAT,HICORN,3,17-Aug-17,D5,L,PEMA,A,F,P,Y,972,,,56,31,82,73,,
645,HICORN-3-A,KAT,HICORN,3,17-Aug-17,D1,L,PEMA,A,F,P,Y,964,,,45,30,77,64,early pregnancy,
646,HICORN-3-A,KAT,HICORN,3,17-Aug-17,E1,S,PEMA,A,M,T,Y,997,,,49,30,90,85,,
647,HICORN-3-A,KAT,HICORN,3,17-Aug-17,E2,L,PEMA,A,M,T,Y,992,,,44,30,71,66,slightly grey pelage,
648,HICORN-3-A,KAT,HICORN,3,17-Aug-17,E4,L,PEMA,A,M,T,Y,899,,,49,30,81,64,,
649,HICORN-3-A,KAT,HICORN,3,17-Aug-17,E8,L,PEMA,A,F,P,Y,967,,,49,31,83,71,,
650,HICORN-3-A,KAT,HICORN,3,17-Aug-17,F6,S,PEMA,A,M,T,Y,877,,,12,,78,69,dead on arrival,KING-167
651,HICORN-3-A,KAT,HICORN,3,17-Aug-17,F5,L,PEMA,A,F,P,N,983,,,41,30,65,59,SA pelage but red vulva,
652,HICORN-3-A,KAT,HICORN,3,17-Aug-17,F3,L,PEMA,A,F,P,N,994,,,47,30,80,74,,
653,HICORN-3-A,KAT,HICORN,3,17-Aug-17,H5,L,PEMA,A,F,P,N,,,,47,31,84,72,heatstroke - died after care,KING-166
654,HICORN-3-A,KAT,HICORN,3,17-Aug-17,F1,L,PEMA,A,M,T,N,980,,,52,30,87,72,,
655,HICORN-3-A,KAT,HICORN,3,17-Aug-17,G1,S,PEMA,A,M,T,Y,884,,,45,30,75,65,,
656,HICORN-3-A,KAT,HICORN,3,17-Aug-17,G3,S,PEMA,A,F,P,Y,979,,,59,30,82,71,,
657,HICORN-3-B,CHT,HICORN,3,17-Aug-17,J1,L,PEMA,A,F,P,N,969,732,,55,41,71,68,messed up left ear tag,
658,HICORN-3-B,CHT,HICORN,3,17-Aug-17,J2,S,PEMA,A,M,T,Y,381,,,50,34,83,65,,
659,HICORN-3-B,CHT,HICORN,3,17-Aug-17,J5,L,PEMA,A,F,P,Y,726,,,59,36,83,79,,
660,HICORN-3-B,CHT,HICORN,3,17-Aug-17,J6,S,PEMA,A,M,T,Y,291,,,55,34,90,80,,
661,HICORN-3-B,CHT,HICORN,3,17-Aug-17,J7,L,PEMA,A,F,P,N,733,,,62,36,91,80,,
662,HICORN-3-B,CHT,HICORN,3,17-Aug-17,J9,L,PEMA,A,F,P,Y,749,013,,61,39,83,75,2 tags,
663,HICORN-3-B,CHT,HICORN,3,17-Aug-17,I10,L,PEMA,A,F,P,Y,750,269,,56,39,88,71,2 tags,
664,HICORN-3-B,CHT,HICORN,3,17-Aug-17,I4,L,PEMA,A,M,T,Y,730,988,,55,38,78,65,2 tags,
665,HICORN-3-B,CHT,HICORN,3,17-Aug-17,I3,S,PEMA,A,F,P,Y,986,,,51,35,80,69,,
666,HICORN-3-B,CHT,HICORN,3,17-Aug-17,I2,L,PEMA,A,M,T,N,000,,,49,39,78,66,,
667,HICORN-3-B,CHT,HICORN,3,17-Aug-17,I1,S,PEMA,S,F,N,Y,179,,,46,37,67,64,,
668,HICORN-3-B,CHT,HICORN,3,17-Aug-17,H1,L,PEMA,A,M,T,Y,746,,,53,34,81,66,tag may say 756; illegible,
669,HICORN-3-B,CHT,HICORN,3,17-Aug-17,H2,S,PEMA,A,M,T,Y,747,,,46,36,79,68,,
670,HICORN-3-B,CHT,HICORN,3,17-Aug-17,H3,L,PEMA,A,F,P,Y,966,,,54,37,90,70,,
671,HICORN-3-B,CHT,HICORN,3,17-Aug-17,H4,S,PEMA,A,F,P,N,181,,,57,35,93,70,,
672,HICORN-3-B,CHT,HICORN,3,17-Aug-17,G10,L,PEMA,A,M,T,Y,895,,,50,36,83,69,,
673,HICORN-3-B,CHT,HICORN,3,17-Aug-17,G9,S,PEMA,A,M,T,Y,953,,,48,36,79,72,,
674,HICORN-3-B,CHT,HICORN,3,17-Aug-17,G7,S,PEMA,S,M,T,Y,958,,,48,37,71,66,,
675,HICORN-3-B,CHT,HICORN,3,17-Aug-17,G4,L,PEMA,S,F,P,N,728,,,46,36,72,56,,
676,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,A8,S,SPRU,,,,,,,,,,,,,
677,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,A9,L,SPRU,,,,,,,,,,,,,
678,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,A10,S,PEBO,J,F,N,N,202,,,58,40,82,96,,
679,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,B9,S,SPRU,,,,,,,,,,,,,
680,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,B8,L,SPRU,,,,,,,,,,,,,
681,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,C4,S,SPRU,,,,,,,,,,,,,
682,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,C7,L,PEMA,A,M,T,N,088,,,62,44,65,76,,
683,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,C8,S,SPRU,,,,,,,,,,,,,
684,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,D9,S,SPRU,,,,,,,,,,,,,
685,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,D7,S,SPRU,,,,,,,,,,,,,
686,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,D6,L,SPRU,,,,,,,,,,,,,
687,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,E1,L,DISD,,,,,,,,,,,,,
688,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,F2,L,PETR,A,F,P,N,485,,,56,42,71,69,,
689,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,F5,S,DISD,,,,,,,,,,,,,
690,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,F3,S,SPRU,,,,,,,,,,,,,
691,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,H8,L,PEMA,J,M,N,N,425,,,56,44,55,61,,
692,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,G9,L,PEMA,A,F,P,N,407,,,63,44,71,72,,
693,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,I5,L,PETR,A,M,T,N,483,,,59,44,66,69,,
694,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,J4,S,PEMA,A,F,P,N,860,,,66,48,71,65,,
695,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,J5,S,PEMA,A,F,L,N,411,,,69,45,82,77,,
696,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,D5,S,SPRU,,,,,,,,,,,,,
697,HICOWS-1-A,JMP MJH,HICOWS,1,23-Aug-17,D3,S,SPRU,,,,,,,,,,,,,
698,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,J4,S,PEMA,A,M,T,N,121,,,60,45,72,65,,
699,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,J5,S,PEMA,A,F,P,Y,860,,,63,44,71,66,,
700,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,I4,S,PETR,A,F,P,Y,485,,,61,48,72,71,,
701,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,I8,S,PEMA,A,F,P,Y,407,,,64,45,71,76,,
702,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,J8,S,PEMA,A,F,P,Y,411,,,65,45,82,78,,
703,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,H5,S,SPRU,,,,,,,,,,,,,
704,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,H8,L,ROBB,,,,,,,,,,,,,
705,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,F2,L,PEMA,A,M,T,Y,483,,,56,40,82,69,measurements good,
706,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,F8,L,PEMA,A,M,T,N,085,,,61,41,75,70,,
707,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,C4,S,PEMA,A,M,T,N,102,,,61,42,81,71,,
708,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,C5,L,PEMA,A,F,P,Y,088,,,60,43,83,79,,
709,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,B1,S,PEMA,A,F,P,N,481,,,68,43,85,73,,
710,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,B3,S,PEBO,A,M,N,N,350,,,63,41,79,95,,
711,HICOWS-2-A,JMP MJH,HICOWS,2,24-Aug-17,B2,L,PEMA,A,M,N,N,482,,,57,43,69,62,,
712,HICOWS-3-A,MJH,HICOWS,3,25-Aug-17,J10,S,PEMA,A,F,P,Y,411,,,52,34,75,72,,
713,HICOWS-3-A,MJH,HICOWS,3,25-Aug-17,J5,S,PEMA,A,F,P,Y,407,,,51,35,76,71,,
714,HICOWS-3-A,MJH,HICOWS,3,25-Aug-17,G1,L,PEMA,S,F,N,Y,485,,,49,34,72,66,small; grey,
715,HICOWS-3-A,MJH,HICOWS,3,25-Aug-17,F1,S,PEXX,A,M,T,Y,,,,45,34,MD,MD,escaped; mouse,
716,HICOWS-3-A,MJH,HICOWS,3,25-Aug-17,J3,S,DEST,,,,,,,,,,,,bad trap,
717,HICOWS-3-A,MJH,HICOWS,3,25-Aug-17,D4,L,SPRU,,,,,,,,,,,,,
718,HICOWS-3-A,MJH,HICOWS,3,25-Aug-17,B3,S,PEMA,A,F,P,Y,481,,,58,33,81,65,,
719,HICOWS-3-A,MJH,HICOWS,3,25-Aug-17,A4,S,PEMA,A,M,T,N,651,,,61,43,88,62,part of tail cut off; possibly PEBO,
720,HICOWS-3-B,JMP,HICOWS,3,25-Aug-17,C7,L,PEMA,A,M,T,Y,102,,,61,43,76,71,,
721,HICOWS-3-B,JMP,HICOWS,3,25-Aug-17,C9,L,PETR,A,F,P,N,057,,,59,41,84,87,,
722,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,F10,L,SPRU,,,,,,,,,,,,Beetles,
723,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,G10,S,TASE,A,M,T,N,463,,,110,30,,,very red sides,
724,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,J10,L,PEMA,A,F,P,N,253,,,46,30,75,63,,
725,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,I9,S,PEBO,S,F,N,N,266,,,42,29,60,64,,
726,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,D9,S,PEMA,A,M,T,N,471,,,51,30,75,67,,
727,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,C9,L,PEMA,A,M,T,N,,257,,56,30,80,75,left ear damaged; tagged right ear only (later tagged 251),
728,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,B9,S,PEMA,A,MD,MD,N,,,,MD,MD,MD,MD,escaped,
729,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,A9,L,PEMA,A,F,P,N,461,,,47,32,75,66,,
730,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,D8,L,PEMA,A,M,T,N,270,,,57,30,75,68,,
731,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,G8,S,PEBO,A,M,T,N,271,,,54,30,80,85,smooth incisors,
732,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,J8,L,PEXX,MD,MD,MD,N,,,,MD,MD,MD,MD,escaped,
733,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,E7,L,PEMA,A,M,T,N,267,,,47,30,75,70,broken right front leg,
734,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,B7,S,PEMA,A,M,T,N,,,,MD,MD,MD,MD,dead in trap,KING-059
735,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,A7,L,DEST,,,,,,,,,,,,door broken,
736,HIDODD-1-A,HEM,HIDODD,1,25-Jul-17,B6,L,PEMA,A,F,P,N,272,,,45,30,72,70,,
737,HIDODD-1-B,AMM,HIDODD,1,25-Jul-17,F1,S,PEXX,MD,MD,MD,N,,,,MD,MD,MD,MD,escaped; zipper on bag broke,
738,HIDODD-1-B,AMM,HIDODD,1,25-Jul-17,J1,L,PEMA,S,M,T,N,356,,,47,32,78,63,,
739,HIDODD-1-B,AMM,HIDODD,1,25-Jul-17,F2,L,PEMA,S,M,T,N,351,,,46,33,81,64,,
740,HIDODD-1-B,AMM,HIDODD,1,25-Jul-17,E2,S,PEMA,A,F,P,N,145,,,57,33,97,78,large,
741,HIDODD-1-B,AMM,HIDODD,1,25-Jul-17,D2,L,PEMA,A,F,P,N,133,,,49,34,80,64,,
742,HIDODD-1-B,AMM,HIDODD,1,25-Jul-17,C3,L,SPRU,,,,,,,,,,,,,
743,HIDODD-1-B,AMM,HIDODD,1,25-Jul-17,J3,L,PEMA,A,M,T,N,369,,,56,34,86,72,,
744,HIDODD-1-B,AMM,HIDODD,1,25-Jul-17,C4,S,PEMA,A,M,T,N,139,,,50,33,86,78,very scrotal,
745,HIDODD-1-B,AMM,HIDODD,1,25-Jul-17,C5,L,PEMA,A,M,T,N,371,,,54,34,85,59,,
746,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,I6,S,SPRU,,,,,,,,,,,,,
747,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,C6,S,PEMA,S,F,P,Y,272,,,50,34,70,68,,
748,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,G2,S,PEMA,A,M,T,Y,356,,,48,33,77,63,,
749,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,J3,L,PEMA,A,F,L,Y,369,,,50,33,86,71,nipples were very apparent,
750,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,B1,S,PEMA,A,F,L,N,128,,,62,37,86,82,,
751,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,E4,S,PEMA,S,M,T,N,353,,,49,35,71,56,,
752,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,D2,L,PEMA,A,F,P,N,137,,,51,35,85,63,,
753,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,F2,L,PEMA,A,F,P,Y,145,,,59,34,MD,78,body lenth in the 90s; very pregnant,
754,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,J6,L,PEMA,S,M,T,N,141,,,49,35,80,65,,
755,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,E3,L,PEXX,MD,MD,MD,N,,,,56,35,MD,MD,escaped,
756,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,J1,L,PEMA,A,M,T,N,146,,,49,33,81,68,,
757,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,A4,S,PEMA,A,M,T,N,375,,,54,34,85,62,,
758,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,F1,S,PEMA,J,M,N,Y,351,,,45,33,79,64,,
759,HIDODD-2-A,AMM,HIDODD,2,26-Jul-17,C3,L,PEMA,A,F,P,Y,133,,,53,34,77,65,,
760,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,B10,L,SPRU,,,,,,,,,,,,beetles,
761,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,C10,S,TASE,A,F,L,N,472,,,95,14,,,,
762,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,D10,L,PEMA,A,M,T,Y,471,,,38,16,75,70,,
763,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,A9,L,PEMA,A,F,P,Y,461,,,31,15,70,67,,
764,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,A7,L,DEST,,,,,,,,,,,,,
765,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,A8,S,SPRU,,,,,,,,,,,,beetles,
766,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,D9,S,PEBO,A,M,T,Y,270,,,31,15,70,76,,
767,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,E10,S,PEMA,A,F,P,N,265,,,33,16,75,70,,
768,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,A2,S,PEMA,A,M,T,N,274,,,39,23,75,71,,
769,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,G10,S,TASE,A,MD,MD,Y,463,,,88,17,,,white spot behind ears; same as yesterday,
770,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,J10,L,PEMA,A,M,T,Y,371,,,36,18,80,62,,
771,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,I9,S,PEMA,A,F,P,N,469,,,39,16,75,73,,
772,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,H9,S,PEMA,A,M,T,Y,271,,,39,17,80,78,,
773,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,C9,L,PEMA,A,M,T,Y,,251,,35,15,80,75,right eared mouse from 25 Jul 2017,
774,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,A8,S,SPRU,,,,,,,,,,,,beetles,
775,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,C8,S,SPRU,,,,,,,,,,,,,
776,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,D7,S,PEMA,J,M,N,N,459,,,27,15,60,50,,
777,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,B9,S,SPRU,,,,,,,,,,,,,
778,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,B5,S,PEMA,A,M,T,Y,139,,,31,15,80,68,one large testicle,
779,HIDODD-2-B,HEM,HIDODD,2,26-Jul-17,A6,S,PEMA,A,M,T,N,479,,,31,MD,80,72,really vocal,
780,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,B7,S,PEMA,A,M,T,Y,,251,,32,12,80,74,right tag,
781,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,A7,S,PEMA,A,M,T,Y,475,,,32,14,79,70,,
782,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,A8,S,PEMA,A,F,P,Y,461,,,33,15,78,66,,
783,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,E10,S,PEMA,A,F,P,Y,265,,,33,16,72,68,,
784,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,J10,L,PEMA,A,MD,MD,Y,,,,36,17,MD,MD,escaped,
785,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,I9,S,PEMA,A,F,P,Y,469,,,39,15,80,71,,
786,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,H9,S,PEMA,A,M,T,Y,271,,,35,16,84,80,,
787,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,G9,L,PEMA,A,M,T,Y,371,,,36,11,82,63,,
788,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,F9,S,PEMA,A,M,T,N,259,,,32,16,86,73,,
789,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,E9,L,TASE,S,F,N,N,254,,,67,13,,,have photos for coloration,
790,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,D6,L,PEMA,A,M,T,Y,267,,,38,18,78,71,,
791,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,C8,S,PEMA,A,M,T,Y,270,,,32,16,72,70,,
792,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,F8,L,PEMA,S,M,N,Y,266,,,31,17,68,66,very grey; but bicolored,
793,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,C7,L,PEMA,S,F,N,Y,272,,,32,16,69,66,,
794,HIDODD-3-A,HEM,HIDODD,3,27-Jul-17,I6,S,PEMA,A,M,T,Y,141,,,31,15,74,68,,
795,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,A3,L,SPRU,,,,,,,,,,,,,
796,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,B4,L,SPRU,,,,,,,,,,,,,
797,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,H6,L,SPRU,,,,,,,,,,,,,
798,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,H5,S,PEMA,S,M,T,Y,353,,,51,35,74,59,,
799,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,F5,S,PEMA,A,F,P,Y,137,,,50,33,88,64,,
800,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,J4,L,TASE,A,F,L,Y,472,,,115,33,,,,
801,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,C5,L,PEMA,A,M,T,Y,139,,,51,33,82,68,,
802,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,E4,S,PEMA,A,F,P,Y,133,,,49,34,79,70,,
803,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,F3,S,PEBO,A,F,P,N,136,,,57,33,90,93,ears 16mm; tail tufted at end,
804,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,A4,S,PEMA,S,M,T,Y,146,,,49,33,82,61,,
805,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,C3,L,PEMA,S,M,N,N,372,,,51,33,84,67,very grey,
806,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,B1,S,PEXX,MD,MD,MD,MD,,,,MD,MD,MD,MD,escaped,
807,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,G2,S,PEMA,S,M,T,Y,356,,,47,35,82,64,,
808,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,J1,L,PEMA,A,F,L,Y,369,,,52,33,93,78,,
809,HIDODD-3-B,AMM,HIDODD,3,27-Jul-17,F2,L,PEMA,A,F,P,Y,145,,,58,33,94,74,,
810,HISHRU-0-A,KAT,HISHRU,0,7-Aug-17,D1,S,PEMA,A,M,U,N,,,,12,,75,69,prebaiting mortality,KING-001
811,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,A10,S,TAAM,S,M,N,N,819,,,93,MD,,,white tipped hairs,
812,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,A9,L,SPRU,,,,,,,,,,,,sprung by chipping sparrow,
813,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,A8,S,PEMA,A,M,T,N,820,,,52,32,85,70,,
814,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,A1,L,SPRU,,,,,,,,,,,,sprung by juvenile flycatcher,
815,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,B1,S,SPRU,,,,,,,,,,,,,
816,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,C2,S,PEMA,A,M,T,N,817,,,55,35,88,65,,
817,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,C5,L,PEMA,A,M,T,N,186,,,54,34,84,68,,
818,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,D6,L,PEMA,A,F,P,N,811,,,59,34,100,75,,
819,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,C8,S,PEMA,A,M,T,N,038,,,52,35,82,65,,
820,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,E10,S,SPRU,,,,,,,,,,,,,
821,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,E7,L,SPRU,,,,,,,,,,,,,
822,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,E6,S,ROBB,,,,,,,,,,,,,
823,HISHRU-1-A,KAT MFS,HISHRU,1,8-Aug-17,E4,S,PEMA,A,M,T,N,816,,,56,34,85,75,,
824,HISHRU-1-B,AMM,HISHRU,1,8-Aug-17,J10,L,REME,A,M,T,N,710,,,55,36,75,72,,
825,HISHRU-1-B,AMM,HISHRU,1,8-Aug-17,J8,L,SPRU,,,,,,,,,,,,,
826,HISHRU-1-B,AMM,HISHRU,1,8-Aug-17,J5,S,PEMA,A,M,T,N,147,,,54,35,86,70,,
827,HISHRU-1-B,AMM,HISHRU,1,8-Aug-17,I7,L,PEMA,A,F,P,N,718,,,54,34,82,71,,
828,HISHRU-1-B,AMM,HISHRU,1,8-Aug-17,I9,L,PEMA,J,M,N,N,368,,,52,36,75,56,,
829,HISHRU-1-B,AMM,HISHRU,1,8-Aug-17,I10,S,PEMA,J,F,N,N,365,,,45,35,73,64,,
