capID,code,trapper,site,day,date,trap,trap.type,species,age,sex,breed,recap,left.tag,right.tag,clipped,total.wt,bag.wt,body.lgth,tail.lgth,comments,catnum
1047,HIWALK-3-A,KAT,HIWALK,3,13-Jul-17,H2,L,PEMA,A,M,T,N,190,,,49,34,78,68,,
1048,HIWALK-3-A,KAT,HIWALK,3,13-Jul-17,G3,L,PEMA,A,M,T,Y,194,,,55,35,82,75,,
1049,HIWALK-3-A,KAT,HIWALK,3,13-Jul-17,F5,S,PEMA,A,F,P,N,037,,,54,34,71,61,,
1050,HIWALK-3-A,KAT,HIWALK,3,13-Jul-17,E5,L,PEMA,A,F,P,Y,107,,,52,35,75,71,,
1051,HIWALK-3-B,BRP,HIWALK,3,13-Jul-17,B8,L,SPRU,,,,,,,,,,,,,
1052,HIWALK-3-B,BRP,HIWALK,3,13-Jul-17,B9,S,PEMA,A,M,T,Y,015,,,63,44,80,76,two mice in same trap,
1053,HIWALK-3-B,BRP,HIWALK,3,13-Jul-17,B9,S,PEMA,A,M,T,Y,115,,,65,47,82,76,two mice in same trap,
1054,HIWALK-3-B,BRP,HIWALK,3,13-Jul-17,B10,L,SPRU,,,,,,,,,,,,,
1055,HIWALK-3-B,BRP,HIWALK,3,13-Jul-17,D3,S,PEMA,A,F,P,N,120,,,67,46,81,75,,
1056,HIWALK-3-B,BRP,HIWALK,3,13-Jul-17,D6,L,PEMA,A,M,T,Y,412,,,62,45,70,62,,
1057,HIWALK-3-B,BRP,HIWALK,3,13-Jul-17,D9,S,PEMA,A,F,P,Y,200,,,73,48,MD,MD,gave birth to 1 pinkie while in hand and escaped; pinkie dispatched,
1058,MIXBUS-0-A,MJH,MIXBUS,0,24-Jul-17,A2,S,TAQU,A,M,T,N,,,,63,,,,prebait mortaility,KING-032
1059,MIXBUS-0-A,MJH,MIXBUS,0,24-Jul-17,A1,L,TAQU,S,F,N,N,,,,46,,,,prebait mortaility,KING-030
1060,MIXBUS-1-A,MLW,MIXBUS,1,25-Jul-17,B8,L,DISD,,,,,,,,,,,,tilted upward/off ground,
1061,MIXBUS-1-A,MLW,MIXBUS,1,25-Jul-17,B4,L,DISD,,,,,,,,,,,,tilted off ground,
1062,MIXBUS-1-A,MLW,MIXBUS,1,25-Jul-17,B2,L,MISS,,,,,,,,,,,,,
1063,MIXBUS-1-A,MLW,MIXBUS,1,25-Jul-17,B1,S,SPRU,,,,,,,,,,,,,
1064,MIXBUS-1-A,MLW,MIXBUS,1,25-Jul-17,D10,L,DISD,,,,,,,,,,,,rolled; possibly bit; still functional,
1065,MIXBUS-1-A,MLW,MIXBUS,1,25-Jul-17,D6,L,SPBE,MD,MD,MD,N,309,,,560,35,,,,
1066,MIXBUS-1-A,MLW,MIXBUS,1,25-Jul-17,D3,S,PEMA,A,M,T,N,500,,,55,33,73,65,,
1067,MIXBUS-1-A,MLW,MIXBUS,1,25-Jul-17,D2,L,TAQU,A,M,T,N,,349,,87,33,,,,
1068,MIXBUS-1-A,MLW,MIXBUS,1,25-Jul-17,E5,L,SPRU,,,,,,,,,,,,,
1069,MIXBUS-1-A,MLW,MIXBUS,1,25-Jul-17,F3,S,PEMA,S,F,N,N,334,,,46,35,66,59,,
1070,MIXBUS-1-A,MLW,MIXBUS,1,25-Jul-17,G4,S,DISD,,,,,,,,,,,,treadle blocked by beetles,
1071,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,J2,L,ROBB,,,,,,,,,,,,,
1072,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,J4,L,TAQU,S,F,N,N,322,,,99,42,,,,
1073,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,J5,S,TAXX,MD,MD,MD,MD,,,,MD,MD,,,escaped; very likely TAQU,
1074,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,J6,L,ROBB,,,,,,,,,,,,,
1075,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,J9,S,ROBB,,,,,,,,,,,,,
1076,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,J10,L,PEXX,MD,MD,MD,N,,,,54,45,MD,MD,escaped,
1077,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,I8,S,PEMA,S,F,N,N,165,,,42,32,62,66,check lengths if recaptured,
1078,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,I6,S,TAQU,A,F,P,N,316,,,135,35,,,,
1079,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,I5,L,MISS,,,,,,,,,,,,wasn't set after prebaiting,
1080,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,I1,L,ROBB,,,,,,,,,,,,,
1081,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,H1,S,PEMA,S,F,N,N,246,,,46,35,64,61,,
1082,MIXBUS-1-B,MJH,MIXBUS,1,25-Jul-17,H6,L,ROBB,,,,,,,,,,,,,
1083,MIXBUS-2-A,MJH,MIXBUS,2,26-Jul-17,A5,L,ROBB,,,,,,,,,,,,treadle stuck,
1084,MIXBUS-2-A,MJH,MIXBUS,2,26-Jul-17,A8,S,SPRU,,,,,,,,,,,,,
1085,MIXBUS-2-A,MJH,MIXBUS,2,26-Jul-17,B9,S,ROBB,,,,,,,,,,,,treadle stuck with 6 beetles,
1086,MIXBUS-2-A,MJH,MIXBUS,2,26-Jul-17,B7,S,SPRU,,,,,,,,,,,,,
1087,MIXBUS-2-A,MJH,MIXBUS,2,26-Jul-17,B6,L,SPRU,,,,,,,,,,,,,
1088,MIXBUS-2-A,MJH,MIXBUS,2,26-Jul-17,C2,S,DEST,,,,,,,,,,,,replace trap,
1089,MIXBUS-2-A,MJH,MIXBUS,2,26-Jul-17,D3,S,PEXX,S,M,N,N,241,,,40,31,MD,MD,escaped; blind in one eye,
1090,MIXBUS-2-A,MJH,MIXBUS,2,26-Jul-17,E1,L,TAQU,S,F,N,N,349,,,88,32,,,,
1091,MIXBUS-2-A,MJH,MIXBUS,2,26-Jul-17,F3,S,PEMA,S,M,N,N,226,,,43,31,64,57,,
1092,MIXBUS-2-B,MLW,MIXBUS,2,26-Jul-17,J4,L,TAQU,A,M,T,N,494,,,122,34,,,,
1093,MIXBUS-2-B,MLW,MIXBUS,2,26-Jul-17,J6,L,PEMA,J,F,N,N,,288,,43,39,55,45,tagged right ear; very small,
1094,MIXBUS-2-B,MLW,MIXBUS,2,26-Jul-17,J7,S,PEMA,A,F,P,N,499,,,49,33,73,68,,
1095,MIXBUS-2-B,MLW,MIXBUS,2,26-Jul-17,J10,L,PEMA,J,M,N,N,328,,,42,33,54,45,,
1096,MIXBUS-2-B,MLW,MIXBUS,2,26-Jul-17,F2,L,PEMA,A,M,T,N,389,,,52,34,78,62,,
1097,MIXBUS-2-B,MLW,MIXBUS,2,26-Jul-17,E3,L,SPBE,A,M,T,Y,309,,,595,40,,,,
1098,MIXBUS-3-A,MJH,MIXBUS,3,27-Jul-17,A8,S,TAQU,A,F,P,N,230,,,122,33,,,,
1099,MIXBUS-3-A,MJH,MIXBUS,3,27-Jul-17,A10,S,TAQU,S,M,N,N,247,,,77,34,,,,
1100,MIXBUS-3-A,MJH,MIXBUS,3,27-Jul-17,C7,L,SPBE,A,M,T,Y,309,,,560,35,,,,
1101,MIXBUS-3-A,MJH,MIXBUS,3,27-Jul-17,C10,S,TAQU,S,F,N,N,,303,,80,34,,,right ear tagged,
1102,MIXBUS-3-A,MJH,MIXBUS,3,27-Jul-17,D3,S,PEMA,S,M,N,Y,231,,,38,54,46,MD,blind mouse from earlier,
1103,MIXBUS-3-B,MJH,MIXBUS,3,27-Jul-17,J3,S,PEMA,A,F,P,Y,499,,,50,32,72,66,,
1104,MIXBUS-3-B,MJH,MIXBUS,3,27-Jul-17,J5,S,PEMA,A,M,T,N,298,,,55,35,77,71,,
1105,MIXBUS-3-B,MJH,MIXBUS,3,27-Jul-17,J6,L,PEMA,J,M,N,Y,328,,,40,33,55,45,,
1106,MIXBUS-3-B,MJH,MIXBUS,3,27-Jul-17,J8,L,PEMA,A,F,P,N,495,,,52,34,74,65,,
1107,MIXBUS-3-B,MJH,MIXBUS,3,27-Jul-17,J10,L,PEMA,A,M,T,N,498,,,47,34,75,64,,
1108,MIXBUS-3-B,MJH,MIXBUS,3,27-Jul-17,I7,L,TAQU,A,M,T,Y,494,,,126,35,,,,
1109,MIXBUS-3-B,MJH,MIXBUS,3,27-Jul-17,F10,L,TAQU,A,M,N,N,493,,,94,35,,,,
1110,MIXBUT-1-A,JMP KAT MJH,MIXBUT,1,27-Jun-17,C4,S,ROBB,,,,,,,,,,,,,
1111,MIXBUT-1-A,JMP KAT MJH,MIXBUT,1,27-Jun-17,B7,S,PEMA,A,F,N,N,250,058,,57,31,85,61,,
1112,MIXBUT-1-A,JMP KAT MJH,MIXBUT,1,27-Jun-17,C5,L,SPRU,,,,,,,,,,,,,
1113,MIXBUT-1-A,JMP KAT MJH,MIXBUT,1,27-Jun-17,C10,S,PEMA,A,M,T,N,890,090,,57,30,71,63,,
1114,MIXBUT-1-A,JMP KAT MJH,MIXBUT,1,27-Jun-17,D1,S,TAXX,MD,MD,MD,N,,,,97,30,MD,MD,escaped from bag while measuring weight,
1115,MIXBUT-1-A,JMP KAT MJH,MIXBUT,1,27-Jun-17,J6,L,SPRU,,,,,,,,,,,,,
1116,MIXBUT-1-A,JMP KAT MJH,MIXBUT,1,27-Jun-17,J8,L,PEMA,A,F,P,N,097,090,,60,33,80,75,,
1117,MIXBUT-1-A,JMP KAT MJH,MIXBUT,1,27-Jun-17,H2,L,PEMA,A,M,T,N,074,079,,47,32,85,60,,
1118,MIXBUT-1-A,JMP KAT MJH,MIXBUT,1,27-Jun-17,J10,L,PEMA,S,F,N,N,070,078,,50,33,72,64,,
1119,MIXBUT-1-A,JMP KAT MJH,MIXBUT,1,27-Jun-17,I5,L,PEMA,A,F,N,N,083,076,,46,33,71,61,,
1120,MIXBUT-1-A,JMP KAT MJH,MIXBUT,1,27-Jun-17,H10,L,PEBO,A,F,P,N,059,087,,52,31,74,74,,
1121,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,A2,S,SPRU,,,,,,,,,,,,,
1122,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,D1,S,ROBB,,,,,,,,,,,,,
1123,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,D2,L,PEMA,A,F,P,Y,250,058,,50,34,65,63,,
1124,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,F2,L,PEMA,A,F,P,Y,097,090,,MD,MD,78,75,3 pinkies in trap; still in labor,
1125,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,E2,S,PEMA,A,M,T,N,160,175,,46,33,65,57,,
1126,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,E4,S,SPRU,,,,,,,,,,,,,
1127,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,F6,L,SPRU,,,,,,,,,,,,,
1128,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,F8,L,SPRU,,,,,,,,,,,,,
1129,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,G1,L,PEMA,A,M,T,Y,074,079,,51,34,75,52,,
1130,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,G2,S,SPBE,A,F,P,N,055,071,,540,30,,,,
1131,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,J2,L,PEMA,A,M,T,Y,890,090,,51,34,65,57,,
1132,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,I10,S,ROBB,,,,,,,,,,,,,
1133,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,I9,L,SPRU,,,,,,,,,,,,,
1134,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,I8,S,ROBB,,,,,,,,,,,,,
1135,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,I2,S,PEMA,A,F,P,Y,059,087,,55,33,83,67,,
1136,MIXBUT-2-A,JMP KAT MJH,MIXBUT,2,28-Jun-17,F4,L,SPRU,,,,,,,,,,,,,
1137,MIXBUT-3-A,MJH,MIXBUT,3,29-Jun-17,D1,S,ROBB,,,,,,,,,,,,,
1138,MIXBUT-3-A,MJH,MIXBUT,3,29-Jun-17,D2,L,TAQU,A,F,L,N,081,091,,110,31,,,,
1139,MIXBUT-3-A,MJH,MIXBUT,3,29-Jun-17,D3,S,PEMA,A,F,L,Y,097,090,,52,31,70,69,,
1140,MIXBUT-3-A,MJH,MIXBUT,3,29-Jun-17,E9,L,SPRU,,,,,,,,,,,,,
1141,MIXBUT-3-A,MJH,MIXBUT,3,29-Jun-17,E7,L,SPRU,,,,,,,,,,,,,
1142,MIXBUT-3-A,MJH,MIXBUT,3,29-Jun-17,E5,L,SPRU,,,,,,,,,,,,,
1143,MIXBUT-3-A,MJH,MIXBUT,3,29-Jun-17,F3,S,PEMA,A,F,P,N,056,075,,52,33,72,57,,
1144,MIXBUT-3-B,KAT,MIXBUT,3,29-Jun-17,J7,S,PEMA,A,M,T,N,095,063,,51,33,75,61,,
1145,MIXBUT-3-B,KAT,MIXBUT,3,29-Jun-17,J9,S,SPRU,,,,,,,,,,,,,
1146,MIXBUT-3-B,KAT,MIXBUT,3,29-Jun-17,I3,L,SPRU,,,,,,,,,,,,,
1147,MIXBUT-3-B,KAT,MIXBUT,3,29-Jun-17,I2,S,PEMA,A,M,T,Y,068,090,,52,34,71,61,,
1148,MIXBUT-3-B,KAT,MIXBUT,3,29-Jun-17,H1,S,PEMA,A,F,P,Y,059,087,,56,37,83,73,,
1149,MIXBUT-3-B,KAT,MIXBUT,3,29-Jun-17,H2,L,PEMA,A,M,N,Y,074,079,,51,34,88,60,,
1150,MIXBUT-3-B,KAT,MIXBUT,3,29-Jun-17,H3,S,PEMA,A,F,N,Y,250,058,,59,39,84,64,,
1151,MIXBUT-3-C,JMP,MIXBUT,3,29-Jun-17,A3,L,PEMA,A,M,T,Y,160,175,,52,35,68,63,,
1152,MIXBUT-3-C,JMP,MIXBUT,3,29-Jun-17,A6,S,PEMA,A,M,T,N,156,429,,45,32,64,67,,
1153,MIXBUT-3-C,JMP,MIXBUT,3,29-Jun-17,B1,S,PEMA,A,F,P,N,435,437,,45,30,70,68,,
1154,MIXBUT-3-C,JMP,MIXBUT,3,29-Jun-17,C2,S,SPRU,,,,,,,,,,,,,
1155,MIXBUT-3-C,JMP,MIXBUT,3,29-Jun-17,C4,S,PEMA,A,F,N,N,444,170,,50,37,61,60,,
1156,MIXDP2-1-A,MJH,MIXDP2,1,1-Aug-17,A3,L,MISS,,,,,,,,,,,,prebaited; but no fluff added and treadle not set,
1157,MIXDP2-1-A,MJH,MIXDP2,1,1-Aug-17,E1,L,SPRU,,,,,,,,,,,,trap replaced,
1158,MIXDP2-1-A,MJH,MIXDP2,1,1-Aug-17,I2,S,PEMA,A,M,T,N,173,,,55,38,74,65,really bad tag; ripped out the first time,
1159,MIXDP2-1-A,MJH,MIXDP2,1,1-Aug-17,J2,L,PEXX,MD,MD,MD,N,,,,MD,MD,MD,MD,escaped,
1160,MIXDP2-1-B,AMM,MIXDP2,1,1-Aug-17,I7,S,PEMA,S,M,N,N,130,,,47,34,85,69,,
1161,MIXDP2-1-B,AMM,MIXDP2,1,1-Aug-17,J3,S,PEMA,A,F,P,N,306,,,35,15,89,73,,
1162,MIXDP2-1-B,AMM,MIXDP2,1,1-Aug-17,J5,S,NEFU,S,M,T,N,,127,,160,30,,,ripped ear; put into right ear,
1163,MIXDP2-2-A,MJH,MIXDP2,2,2-Aug-17,A8,S,PEMA,A,M,T,N,319,,,56,37,83,74,,
1164,MIXDP2-2-A,MJH,MIXDP2,2,2-Aug-17,D2,L,PEMA,A,F,P,Y,306,,,60,34,93,72,,
1165,MIXDP2-2-A,MJH,MIXDP2,2,2-Aug-17,I10,L,SOVA,S,F,N,N,,,,4.5,,,MD,dead; double check at camp,KING-072
1166,MIXDP2-2-B,AMM,MIXDP2,2,2-Aug-17,J1,S,PEMA,MD,MD,MD,Y,,,,49,34,MD,MD,escaped before reading tag number,
1167,MIXDP2-2-B,AMM,MIXDP2,2,2-Aug-17,J5,S,NEFU,S,M,T,Y,127,,,154,34,,,,
1168,MIXDP2-2-C,MFS,MIXDP2,2,2-Aug-17,F8,L,SPRU,,,,,,,,,,,,,
1169,MIXDP2-3-A,MJH AMM MFS,MIXDP2,3,3-Aug-17,D8,L,ROBB,,,,,,,,,,,,,
1170,MIXDP2-3-A,MJH AMM MFS,MIXDP2,3,3-Aug-17,J3,S,SPRU,,,,,,,,,,,,,
1171,MIXDP2-3-A,MJH AMM MFS,MIXDP2,3,3-Aug-17,H9,L,SPRU,,,,,,,,,,,,,
1172,MIXDP2-3-A,MJH AMM MFS,MIXDP2,3,3-Aug-17,J5,S,NEFU,S,M,T,Y,127,,,155,36,,,,
1173,MIXDP2-3-A,MJH AMM MFS,MIXDP2,3,3-Aug-17,J2,L,PEMA,A,F,P,Y,306,,,51,33,82,71,,
1174,MIXDP2-3-A,MJH AMM MFS,MIXDP2,3,3-Aug-17,I2,S,PEMA,J,F,N,N,,143,,48,33,70,65,ripped ear during ear tag; tagged right ear,
1175,MIXMID-1-A,AMM,MIXMID,1,23-Aug-17,A4,S,PEMA,A,F,L,N,708,,,51,34,79,69,,
1176,MIXMID-1-A,AMM,MIXMID,1,23-Aug-17,B6,L,PEMA,A,M,T,N,835,,,53,34,90,74,,
1177,MIXMID-1-A,AMM,MIXMID,1,23-Aug-17,C1,L,PEMA,S,M,N,N,370,,,49,34,83,72,,
1178,MIXMID-1-A,AMM,MIXMID,1,23-Aug-17,C10,S,PEMA,A,F,P,N,834,,,51,33,84,72,,
1179,MIXMID-1-A,AMM,MIXMID,1,23-Aug-17,D6,L,PEMA,A,F,P,N,836,,,58,34,88,71,soon to give birth,
1180,MIXMID-1-A,AMM,MIXMID,1,23-Aug-17,E1,S,PEMA,A,M,T,N,711,,,51,34,86,74,,
1181,MIXMID-1-B,CHT,MIXMID,1,23-Aug-17,J4,L,SPRU,,,,,,,,,,,,,
1182,MIXMID-1-B,CHT,MIXMID,1,23-Aug-17,I9,L,PEMA,S,F,P,N,900,,,48,36,65,63,,
1183,MIXMID-1-B,CHT,MIXMID,1,23-Aug-17,I2,S,PEXX,MD,MD,MD,MD,,,,MD,MD,MD,MD,escaped,
1184,MIXMID-1-B,CHT,MIXMID,1,23-Aug-17,H1,S,PEMA,A,M,T,N,738,,,52,35,65,55,,
1185,MIXMID-1-B,CHT,MIXMID,1,23-Aug-17,F3,S,PEMA,A,F,P,N,737,,,50,35,80,66,,
1186,MIXMID-2-A,AMM,MIXMID,2,24-Aug-17,J2,L,PEMA,S,M,T,N,849,,,51,37,82,67,,
1187,MIXMID-2-A,AMM,MIXMID,2,24-Aug-17,I9,L,PEMA,J,M,N,N,831,,,50,37,74,63,,
1188,MIXMID-2-A,AMM,MIXMID,2,24-Aug-17,I8,S,PEMA,A,M,T,N,841,,,52,36,86,70,,
1189,MIXMID-2-A,AMM,MIXMID,2,24-Aug-17,I6,S,PEMA,S,M,N,N,840,,,52,35,85,78,,
1190,MIXMID-2-A,AMM,MIXMID,2,24-Aug-17,I2,S,PEMA,A,M,T,Y,738,,,50,35,75,49,tail looked like it had been snapped in trap; thus it is shorter,
1191,MIXMID-2-A,AMM,MIXMID,2,24-Aug-17,H1,S,PEMA,S,F,P,Y,737,,,47,35,85,74,,
1192,MIXMID-2-A,AMM,MIXMID,2,24-Aug-17,H10,L,PEMA,A,F,P,Y,834,,,54,36,83,66,,
1193,MIXMID-2-B,CHT,MIXMID,2,24-Aug-17,A4,S,PEMA,A,M,T,N,952,,,46,33,70,66,,
1194,MIXMID-2-B,CHT,MIXMID,2,24-Aug-17,B10,S,PEMA,A,M,T,Y,835,,,50,34,80,74,,
1195,MIXMID-2-B,CHT,MIXMID,2,24-Aug-17,B5,S,PEMA,A,F,P,Y,708,,,52,35,76,71,couldn't get mouse to straighten properly for body length,
1196,MIXMID-2-B,CHT,MIXMID,2,24-Aug-17,C1,L,PEMA,A,M,T,Y,370,,,48,33,76,65,,
1197,MIXMID-2-B,CHT,MIXMID,2,24-Aug-17,C7,L,PEMA,A,F,P,Y,836,,,60,36,85,74,,
1198,MIXMID-2-B,CHT,MIXMID,2,24-Aug-17,E2,L,PEMA,A,M,T,Y,711,,,50,33,84,67,,
1199,MIXMID-2-B,CHT,MIXMID,2,24-Aug-17,F1,S,SPRU,,,,,,,,,,,,,
1200,MIXMID-3-A,AMM,MIXMID,3,25-Aug-17,F3,S,PEMA,A,M,T,Y,952,,,50,35,76,70,,
1201,MIXMID-3-A,AMM,MIXMID,3,25-Aug-17,E3,S,PEMA,A,M,T,Y,370,,,51,35,79,69,,
1202,MIXMID-3-A,AMM,MIXMID,3,25-Aug-17,F5,S,PEMA,A,M,T,Y,738,,,50,35,79,53,cut tail from yesterday; still in pain,
1203,MIXMID-3-A,AMM,MIXMID,3,25-Aug-17,A9,L,SPRU,,,,,,,,,,,,,
1204,MIXMID-3-A,AMM,MIXMID,3,25-Aug-17,D10,L,PEMA,A,F,P,Y,834,,,54,36,81,65,weird yellow sticky discharge and will give birth soon,
1205,MIXMID-3-A,AMM,MIXMID,3,25-Aug-17,B5,S,PEMA,A,F,P,Y,708,,,51,33,87,72,,
1206,MIXMID-3-B,CHT,MIXMID,3,25-Aug-17,A9,L,TASE,J,M,N,N,741,,,96,35,,,,
1207,MIXMID-3-B,CHT,MIXMID,3,25-Aug-17,A7,L,PEMA,A,M,T,Y,835,,,50,33,78,73,,
1208,MIXMID-3-B,CHT,MIXMID,3,25-Aug-17,A4,S,PEMA,A,M,T,Y,711,,,47,33,84,68,,
1209,MIXMID-3-B,CHT,MIXMID,3,25-Aug-17,B10,S,PEMA,A,F,P,Y,836,,,52,33,78,67,,
1210,MIXMID-3-B,CHT,MIXMID,3,25-Aug-17,B6,L,PEMA,J,F,N,N,740,,,46,33,79,68,,
1211,MIXMID-3-C,MFS,MIXMID,3,25-Aug-17,J7,S,PEMA,S,M,N,Y,840,,,55,38,79,60,,
1212,MIXMID-3-C,MFS,MIXMID,3,25-Aug-17,I9,L,PEMA,A,M,T,Y,841,,,53,36,82,69,,
1213,MIXMID-3-C,MFS,MIXMID,3,25-Aug-17,I8,S,PEMA,S,F,N,N,813,,,47,35,84,76,,
1214,MIXMID-3-C,MFS,MIXMID,3,25-Aug-17,I3,S,SPRU,,,,,,,,,,,,,
1215,MIXMID-3-C,MFS,MIXMID,3,25-Aug-17,I2,S,PEMA,A,M,T,Y,849,,,48,33,79,65,,
1216,MIXMID-3-C,MFS,MIXMID,3,25-Aug-17,H1,S,PEMA,J,F,N,Y,737,,,46,MD,83,70,,
1217,MIXMIX-1-A,MLW,MIXMIX,1,11-Jul-17,B10,S,PEMA,A,M,N,N,390,,,44,31,74,69,,
1218,MIXMIX-1-A,MLW,MIXMIX,1,11-Jul-17,D10,S,PEMA,A,F,P,N,330,,,48,33,73,64,,
1219,MIXMIX-1-A,MLW,MIXMIX,1,11-Jul-17,E2,L,PEMA,A,F,P,N,337,,,58,35,82,70,,
1220,MIXMIX-1-B,MLW JMP,MIXMIX,1,11-Jul-17,J5,L,SPRU,,,,,,,,,,,,,
1221,MIXMIX-1-B,MLW JMP,MIXMIX,1,11-Jul-17,J6,S,SPRU,,,,,,,,,,,,,
1222,MIXMIX-1-B,MLW JMP,MIXMIX,1,11-Jul-17,I10,L,PEBO,A,F,L,N,172,,,55,39,64,71,,
1223,MIXMIX-1-B,MLW JMP,MIXMIX,1,11-Jul-17,I8,L,SPRU,,,,,,,,,,,,,
1224,MIXMIX-1-B,MLW JMP,MIXMIX,1,11-Jul-17,H1,L,SPRU,,,,,,,,,,,,,
1225,MIXMIX-1-B,MLW JMP,MIXMIX,1,11-Jul-17,F1,L,PEMA,A,F,P,N,428,,,66,38,74,70,,
1226,MIXMIX-1-B,MLW JMP,MIXMIX,1,11-Jul-17,E10,L,SPRU,,,,,,,,,,,,,
1227,MIXMIX-1-B,MLW JMP,MIXMIX,1,11-Jul-17,E7,S,PEMA,J,M,N,N,442,,,44,32,67,65,,
1228,MIXMIX-2-A,JMP,MIXMIX,2,12-Jul-17,A10,L,SPRU,,,,,,,,,,,,,
1229,MIXMIX-2-A,JMP,MIXMIX,2,12-Jul-17,C10,L,PEMA,A,F,L,Y,390,,,55,37,63,69,,
1230,MIXMIX-2-A,JMP,MIXMIX,2,12-Jul-17,E3,S,PEMA,A,F,P,Y,337,,,56,32,75,68,,
1231,MIXMIX-2-B,MLW,MIXMIX,2,12-Jul-17,J5,L,SPRU,,,,,,,,,,,,,
1232,MIXMIX-2-B,MLW,MIXMIX,2,12-Jul-17,J7,L,PEMA,A,F,L,N,384,,,51,34,72,64,,
1233,MIXMIX-2-B,MLW,MIXMIX,2,12-Jul-17,H1,L,PEMA,A,F,P,Y,428,,,65,37,77,69,,
1234,MIXMIX-2-B,MLW,MIXMIX,2,12-Jul-17,H5,L,PEMA,S,M,N,Y,442,,,47,35,66,62,,
1235,MIXMIX-2-B,MLW,MIXMIX,2,12-Jul-17,G3,S,SPRU,,,,,,,,,,,,,
1236,MIXMIX-3-A,MLW,MIXMIX,3,13-Jul-17,A3,S,DISD,,,,,,,,,,,,,
1237,MIXMIX-3-A,MLW,MIXMIX,3,13-Jul-17,C10,L,SPRU,,,,,,,,,,,,,
1238,MIXMIX-3-A,MLW,MIXMIX,3,13-Jul-17,D6,S,PETR,A,M,T,Y,442,,,45,33,63,64,,
1239,MIXMIX-3-B,MLW JMP,MIXMIX,3,13-Jul-17,I10,L,PEMA,A,M,T,N,044,,,52,33,63,64,,
1240,MIXMIX-3-B,MLW JMP,MIXMIX,3,13-Jul-17,I3,S,SPRU,,,,,,,,,,,,,
1241,MIXMIX-3-B,MLW JMP,MIXMIX,3,13-Jul-17,I2,L,SPRU,,,,,,,,,,,,,
1242,MIXMIX-3-B,MLW JMP,MIXMIX,3,13-Jul-17,I1,S,PEMA,A,F,P,Y,428,,,56,36,70,69,,
1243,MIXMIX-3-B,MLW JMP,MIXMIX,3,13-Jul-17,H1,L,SPRU,,,,,,,,,,,,,
1244,MIXMIX-3-B,MLW JMP,MIXMIX,3,13-Jul-17,H4,S,SPRU,,,,,,,,,,,,,
1245,MIXMIX-3-B,MLW JMP,MIXMIX,3,13-Jul-17,E10,L,PEXX,A,F,L,N,,,,MD,MD,MD,MD,pinkies in trap; placed 5m off grid,
1246,MIXMIX-3-B,MLW JMP,MIXMIX,3,13-Jul-17,E2,L,PEMA,A,F,P,Y,337,,,56,33,75,69,,
1247,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,A5,S,SPRU,,,,,,,,,,,,,
1248,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,B10,S,SOTR,A,U,U,N,,,,5,,,,unsure on sex,KING-094
1249,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,A8,L,SPBE,A,F,L,N,,404,,600,33,,,,
1250,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,C7,S,SPRU,,,,,,,,,,,,,
1251,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,B3,S,SOVA,J,F,N,N,,,CLIPPED,37,34,,,cut hair near right arm,
1252,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,D2,S,TAQU,S,M,N,N,724,,,98,34,,,tail looked damaged from trap,
1253,MIXMOR-1-A,AMM,MIXMOR,1,15-Aug-17,C6,L,PEMA,A,M,T,N,716,,,49,33,80,72,,
