site,severity,date,day,trap,indID,species,binomial,binomial_short,common_name,family,age,recap,weight,comments
HISHRU,high,2017-08-08,1,E10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISHRU,high,2017-08-08,1,E7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISHRU,high,2017-08-08,1,E6,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HISHRU,high,2017-08-08,1,E4,816,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,22,NA
HISHRU,high,2017-08-08,1,J10,710,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HISHRU,high,2017-08-08,1,J8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISHRU,high,2017-08-08,1,J5,147,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HISHRU,high,2017-08-08,1,I7,718,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HISHRU,high,2017-08-08,1,I9,368,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,16,NA
HISHRU,high,2017-08-08,1,I10,365,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,10,NA
HISHRU,high,2017-08-08,1,H9,NA,SPRU,NA,NA,NA,NA,A,N,NA,escaped
HISHRU,high,2017-08-08,1,H1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISHRU,high,2017-08-08,1,G9,701,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HISHRU,high,2017-08-08,1,G10,709,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HISHRU,high,2017-08-08,1,F5,374,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,large ears; not REME
HISHRU,high,2017-08-09,2,A9,134,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HISHRU,high,2017-08-09,2,A8,820,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HISHRU,high,2017-08-09,2,A5,725,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,very grey
HISHRU,high,2017-08-09,2,A4,719,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Long-eared chipmunk,Sciuridae,S,N,70,could be juvenile? No apparent nipples
HISHRU,high,2017-08-09,2,A3,132,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HISHRU,high,2017-08-09,2,A2,186,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,NA
HISHRU,high,2017-08-09,2,C10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISHRU,high,2017-08-09,2,C7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISHRU,high,2017-08-09,2,C2,817,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,NA
HISHRU,high,2017-08-09,2,D9,NA,MISS,NA,NA,NA,NA,NA,NA,NA,never set
HISHRU,high,2017-08-09,2,E8,720,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Long-eared chipmunk,Sciuridae,S,N,62,NA
HISHRU,high,2017-08-09,2,J10,822,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,26,NA
HISHRU,high,2017-08-09,2,J8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,full of beetles
HISHRU,high,2017-08-09,2,J6,034,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,28,NA
HISHRU,high,2017-08-09,2,I10,710,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HISHRU,high,2017-08-09,2,J5,147,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HISHRU,high,2017-08-09,2,I7,718,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HISHRU,high,2017-08-09,2,J1,816,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,NA
HISHRU,high,2017-08-09,2,H3,804,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HISHRU,high,2017-08-09,2,H4,821,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HISHRU,high,2017-08-09,2,H6,806,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HISHRU,high,2017-08-09,2,G9,017,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,A,N,750,NA
HISHRU,high,2017-08-09,2,G5,374,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HISHRU,high,2017-08-09,2,F9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISHRU,high,2017-08-09,2,E9,819,NEAM,Neotamias amoenus,N. amoenus,Yellow-pine chipmunk,Sciuridae,S,Y,60,CHANGE ID OF PREVOUS CAPTURE
HISHRU,high,2017-08-10,3,E10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISHRU,high,2017-08-10,3,E6,NA,MISS,NA,NA,NA,NA,NA,NA,NA,treadle jammed
HISHRU,high,2017-08-10,3,E2,816,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,NA
HISHRU,high,2017-08-10,3,F1,NA,MISS,NA,NA,NA,NA,NA,NA,NA,treadle jammed
HISHRU,high,2017-08-10,3,F4,NA,MISS,NA,NA,NA,NA,NA,NA,NA,treadle too tight
HISHRU,high,2017-08-10,3,F9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISHRU,high,2017-08-10,3,F8,017,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,A,Y,790,NA
HISHRU,high,2017-08-10,3,G10,822,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,24,NA
HISHRU,high,2017-08-10,3,D7,NA,MISS,NA,NA,NA,NA,NA,NA,NA,large hole in trap
HISHRU,high,2017-08-10,3,D10,876,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HISHRU,high,2017-08-10,3,G2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,trap on side
HISHRU,high,2017-08-10,3,G5,374,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HISHRU,high,2017-08-10,3,J10,709,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HISHRU,high,2017-08-10,3,I2,804,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HISHRU,high,2017-08-10,3,I7,718,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HISHRU,high,2017-08-10,3,H2,368,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,Y,17,NA
HISHRU,high,2017-08-10,3,H5,821,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
HISHRU,high,2017-08-10,3,H4,034,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,4 pinkies left in trap
HISHRU,high,2017-08-10,3,H6,710,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,NA,dead
HISHRU,high,2017-08-10,3,H8,147,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HISHRU,high,2017-08-10,3,A9,134,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HISHRU,high,2017-08-10,3,A8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped
HISHRU,high,2017-08-10,3,A6,725,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,14,NA
HISHRU,high,2017-08-10,3,A4,186,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HISHRU,high,2017-08-10,3,A3,132,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HISHRU,high,2017-08-10,3,A1,719,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Long-eared chipmunk,Sciuridae,A,Y,66,NA
HISHRU,high,2017-08-10,3,B2,817,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HISHRU,high,2017-08-10,3,C8,806,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,NA
HISHRU,high,2017-08-10,3,C3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by juvenile flycatcher
HISQUE,high,2017-08-01,1,G3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,probably sprung by bear
HISQUE,high,2017-08-01,1,G4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,probably sprung by bear
HISQUE,high,2017-08-01,1,G5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,probably sprung by bear
HISQUE,high,2017-08-01,1,H5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,probably sprung by bear
HISQUE,high,2017-08-01,1,J10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,probably sprung by bear
HISQUE,high,2017-08-01,1,J9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,probably sprung by bear
HISQUE,high,2017-08-01,1,J7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,probably sprung by bear
HISQUE,high,2017-08-01,1,J6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,probably sprung by bear
HISQUE,high,2017-08-01,1,A6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,probably sprung by bear
HISQUE,high,2017-08-01,1,H4,003,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HISQUE,high,2017-08-01,1,G8,KING-075,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,NA,dead
HISQUE,high,2017-08-01,1,I4,KING-093,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,NA,dead
HISQUE,high,2017-08-01,1,B8,039,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,21,NA
HISQUE,high,2017-08-01,1,A9,199,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,NA
HISQUE,high,2017-08-01,1,D9,212,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HISQUE,high,2017-08-01,1,F10,476,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HISQUE,high,2017-08-01,1,D2,KING-085,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,NA,dead
HISQUE,high,2017-08-01,1,D3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-01,1,D5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-01,1,F1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-01,1,F3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-01,1,F4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-02,2,A1,195,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HISQUE,high,2017-08-02,2,A3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,probably sprung by bear
HISQUE,high,2017-08-02,2,A4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,probably sprung by bear
HISQUE,high,2017-08-02,2,C8,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-02,2,C5,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-02,2,E4,198,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HISQUE,high,2017-08-02,2,E6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-02,2,E9,476,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HISQUE,high,2017-08-02,2,J2,206,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HISQUE,high,2017-08-02,2,I10,208,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,21,NA
HISQUE,high,2017-08-02,2,H8,212,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HISQUE,high,2017-08-02,2,F1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-02,2,F2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-02,2,F3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-02,2,F4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-02,2,F5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-02,2,F10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-03,3,A6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-03,3,A7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,on side; disturbed
HISQUE,high,2017-08-03,3,B10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-03,3,B9,199,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,13,slightly scrotal
HISQUE,high,2017-08-03,3,B6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-03,3,C2,198,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HISQUE,high,2017-08-03,3,C7,196,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,very scrotal
HISQUE,high,2017-08-03,3,C10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-03,3,D9,039,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,24,NA
HISQUE,high,2017-08-03,3,E3,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-03,3,E9,476,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,mouse escaped during length recording
HISQUE,high,2017-08-03,3,G10,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-03,3,F8,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-03,3,F3,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-03,3,F1,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HISQUE,high,2017-08-03,3,J4,206,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HISQUE,high,2017-08-03,3,H5,003,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HISQUE,high,2017-08-03,3,H8,212,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
HITEDD,high,2017-07-18,1,J2,343,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,huge ears; check species
HITEDD,high,2017-07-18,1,J4,484,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,13,NA
HITEDD,high,2017-07-18,1,J5,077,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HITEDD,high,2017-07-18,1,J6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HITEDD,high,2017-07-18,1,J7,346,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HITEDD,high,2017-07-18,1,I10,203,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,12,NA
HITEDD,high,2017-07-18,1,I9,225,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,23,NA
HITEDD,high,2017-07-18,1,H1,204,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,21,NA
HITEDD,high,2017-07-18,1,C10,NA,SPRU,NA,NA,NA,NA,A,N,NA,3 pinkies in hot trap; not processed to allow mouse to save offspring
HITEDD,high,2017-07-18,1,C2,207,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,NA,NA
HITEDD,high,2017-07-18,1,E10,210,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,13,NA
HITEDD,high,2017-07-18,1,D3,201,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HITEDD,high,2017-07-18,1,G4,223,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,ripped first ear tag out
HITEDD,high,2017-07-18,1,A9,342,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,27,NA
HITEDD,high,2017-07-18,1,A10,340,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,22,NA
HITEDD,high,2017-07-18,1,B7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HITEDD,high,2017-07-18,1,C8,347,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,21,NA
HITEDD,high,2017-07-18,1,F2,213,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,15,NA
HITEDD,high,2017-07-18,1,D2,220,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HITEDD,high,2017-07-18,1,D10,205,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,15,NA
HITEDD,high,2017-07-18,1,F5,480,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HITEDD,high,2017-07-19,2,J5,343,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HITEDD,high,2017-07-19,2,J6,077,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,NA,escaped
HITEDD,high,2017-07-19,2,J8,346,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HITEDD,high,2017-07-19,2,G6,205,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HITEDD,high,2017-07-19,2,G4,449,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HITEDD,high,2017-07-19,2,H1,201,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,22,very pregnant
HITEDD,high,2017-07-19,2,J2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HITEDD,high,2017-07-19,2,J9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HITEDD,high,2017-07-19,2,H2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HITEDD,high,2017-07-19,2,H7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HITEDD,high,2017-07-19,2,F1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HITEDD,high,2017-07-19,2,F10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HITEDD,high,2017-07-19,2,A8,445,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HITEDD,high,2017-07-19,2,A10,342,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,NA,Had pinkies; placed off of A-line
HITEDD,high,2017-07-19,2,B10,340,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,24,NA
HITEDD,high,2017-07-19,2,C1,450,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,20,NA
HITEDD,high,2017-07-19,2,C10,443,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,16,NA
HITEDD,high,2017-07-19,2,E10,KING-023,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,NA,dead
HITEDD,high,2017-07-19,2,F2,207,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
HITEDD,high,2017-07-19,2,F5,480,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HITEDD,high,2017-07-19,2,F8,225,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,26,NA
HITEDD,high,2017-07-20,3,J9,486,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HITEDD,high,2017-07-20,3,J6,077,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,NA
HITEDD,high,2017-07-20,3,J5,343,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
HITEDD,high,2017-07-20,3,J2,223,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HITEDD,high,2017-07-20,3,I9,346,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,Huge ears; check guide; changed to PEMA from prev. captures
HITEDD,high,2017-07-20,3,I7,065,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HITEDD,high,2017-07-20,3,I6,073,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HITEDD,high,2017-07-20,3,I1,204,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,26,very fat
HITEDD,high,2017-07-20,3,H6,NA,SPRU,NA,NA,NA,NA,A,NA,30,ecaped
HITEDD,high,2017-07-20,3,H10,203,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HITEDD,high,2017-07-20,3,G5,449,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,23,NA
HITEDD,high,2017-07-20,3,G6,205,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,13,NA
HITEDD,high,2017-07-20,3,A6,445,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HITEDD,high,2017-07-20,3,A8,347,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HITEDD,high,2017-07-20,3,B9,342,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HITEDD,high,2017-07-20,3,B4,446,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,22,NA
HITEDD,high,2017-07-20,3,C10,443,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,Y,17,NA
HITEDD,high,2017-07-20,3,D5,201,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HITEDD,high,2017-07-20,3,G4,480,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,NA
HIWALK,high,2017-07-11,1,D10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIWALK,high,2017-07-11,1,G3,412,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HIWALK,high,2017-07-11,1,F9,115,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HIWALK,high,2017-07-11,1,E7,107,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,early pregnancy
HIWALK,high,2017-07-11,1,H7,408,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,35,NA
HIWALK,high,2017-07-11,1,F3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIWALK,high,2017-07-11,1,F6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIWALK,high,2017-07-11,1,C3,105,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HIWALK,high,2017-07-11,1,F8,106,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,13,NA
HIWALK,high,2017-07-11,1,I10,001,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,25,NA
HIWALK,high,2017-07-11,1,I7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIWALK,high,2017-07-11,1,I1,043,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HIWALK,high,2017-07-11,1,J8,187,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HIWALK,high,2017-07-11,1,G9,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HIWALK,high,2017-07-11,1,G4,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HIWALK,high,2017-07-11,1,H1,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HIWALK,high,2017-07-11,1,H4,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HIWALK,high,2017-07-11,1,H10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIWALK,high,2017-07-11,1,H3,194,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HIWALK,high,2017-07-11,1,C7,015,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HIWALK,high,2017-07-11,1,B9,200,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,27,very pregnant
HIWALK,high,2017-07-12,2,J9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIWALK,high,2017-07-12,2,J3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIWALK,high,2017-07-12,2,I8,408,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,22,NA
HIWALK,high,2017-07-12,2,H10,401,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,28,NA
HIWALK,high,2017-07-12,2,H6,412,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HIWALK,high,2017-07-12,2,A5,105,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
